Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066194,2018,01,01,29.5,1,Y
IDCJAC0010,066194,2018,01,02,28.8,1,Y
IDCJAC0010,066194,2018,01,03,23.8,1,Y
IDCJAC0010,066194,2018,01,04,24.5,1,Y
IDCJAC0010,066194,2018,01,05,28.2,1,Y
IDCJAC0010,066194,2018,01,06,31.7,1,Y
IDCJAC0010,066194,2018,01,07,44.9,1,Y
IDCJAC0010,066194,2018,01,08,35.9,1,Y
IDCJAC0010,066194,2018,01,09,32.4,1,Y
IDCJAC0010,066194,2018,01,10,24.4,1,Y
IDCJAC0010,066194,2018,01,11,24.8,1,Y
IDCJAC0010,066194,2018,01,12,29.5,1,Y
IDCJAC0010,066194,2018,01,13,34.8,1,Y
IDCJAC0010,066194,2018,01,14,23.9,1,Y
IDCJAC0010,066194,2018,01,15,25.4,1,Y
IDCJAC0010,066194,2018,01,16,23.0,1,Y
IDCJAC0010,066194,2018,01,17,24.0,1,Y
IDCJAC0010,066194,2018,01,18,30.2,1,Y
IDCJAC0010,066194,2018,01,19,33.5,1,Y
IDCJAC0010,066194,2018,01,20,36.1,1,Y
IDCJAC0010,066194,2018,01,21,30.4,1,Y
IDCJAC0010,066194,2018,01,22,35.7,1,Y
IDCJAC0010,066194,2018,01,23,28.8,1,Y
IDCJAC0010,066194,2018,01,24,32.0,1,Y
IDCJAC0010,066194,2018,01,25,30.3,1,Y
IDCJAC0010,066194,2018,01,26,29.8,1,Y
IDCJAC0010,066194,2018,01,27,30.5,1,Y
IDCJAC0010,066194,2018,01,28,30.0,1,Y
IDCJAC0010,066194,2018,01,29,30.7,1,Y
IDCJAC0010,066194,2018,01,30,31.0,1,Y
IDCJAC0010,066194,2018,01,31,22.1,1,Y
IDCJAC0010,066194,2018,02,01,23.3,1,Y
IDCJAC0010,066194,2018,02,02,23.0,1,Y
IDCJAC0010,066194,2018,02,03,24.0,1,Y
IDCJAC0010,066194,2018,02,04,24.7,1,Y
IDCJAC0010,066194,2018,02,05,27.1,1,Y
IDCJAC0010,066194,2018,02,06,28.2,1,Y
IDCJAC0010,066194,2018,02,07,28.1,1,Y
IDCJAC0010,066194,2018,02,08,30.1,1,Y
IDCJAC0010,066194,2018,02,09,29.4,1,Y
IDCJAC0010,066194,2018,02,10,30.4,1,Y
IDCJAC0010,066194,2018,02,11,28.9,1,Y
IDCJAC0010,066194,2018,02,12,29.1,1,Y
IDCJAC0010,066194,2018,02,13,28.6,1,Y
IDCJAC0010,066194,2018,02,14,38.8,1,Y
IDCJAC0010,066194,2018,02,15,28.5,1,Y
IDCJAC0010,066194,2018,02,16,30.8,1,Y
IDCJAC0010,066194,2018,02,17,28.3,1,Y
IDCJAC0010,066194,2018,02,18,29.7,1,Y
IDCJAC0010,066194,2018,02,19,28.1,1,Y
IDCJAC0010,066194,2018,02,20,22.5,1,Y
IDCJAC0010,066194,2018,02,21,24.6,1,Y
IDCJAC0010,066194,2018,02,22,27.0,1,Y
IDCJAC0010,066194,2018,02,23,28.8,1,Y
IDCJAC0010,066194,2018,02,24,33.5,1,Y
IDCJAC0010,066194,2018,02,25,21.8,1,Y
IDCJAC0010,066194,2018,02,26,22.5,1,Y
IDCJAC0010,066194,2018,02,27,24.2,1,Y
IDCJAC0010,066194,2018,02,28,29.4,1,Y
IDCJAC0010,066194,2018,03,01,25.0,1,N
IDCJAC0010,066194,2018,03,02,25.1,1,N
IDCJAC0010,066194,2018,03,03,28.6,1,N
IDCJAC0010,066194,2018,03,04,25.5,1,N
IDCJAC0010,066194,2018,03,05,24.3,1,N
IDCJAC0010,066194,2018,03,06,24.3,1,N
IDCJAC0010,066194,2018,03,07,24.2,1,N
IDCJAC0010,066194,2018,03,08,24.3,1,N
IDCJAC0010,066194,2018,03,09,24.9,1,N
