Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066194,2017,01,01,27.5,1,Y
IDCJAC0010,066194,2017,01,02,24.8,1,Y
IDCJAC0010,066194,2017,01,03,25.4,1,Y
IDCJAC0010,066194,2017,01,04,25.5,1,Y
IDCJAC0010,066194,2017,01,05,25.4,1,Y
IDCJAC0010,066194,2017,01,06,26.7,1,Y
IDCJAC0010,066194,2017,01,07,27.2,1,Y
IDCJAC0010,066194,2017,01,08,29.7,1,Y
IDCJAC0010,066194,2017,01,09,31.2,1,Y
IDCJAC0010,066194,2017,01,10,34.6,1,Y
IDCJAC0010,066194,2017,01,11,41.4,1,Y
IDCJAC0010,066194,2017,01,12,28.7,1,Y
IDCJAC0010,066194,2017,01,13,33.3,1,Y
IDCJAC0010,066194,2017,01,14,31.7,1,Y
IDCJAC0010,066194,2017,01,15,26.2,1,Y
IDCJAC0010,066194,2017,01,16,28.9,1,Y
IDCJAC0010,066194,2017,01,17,38.7,1,Y
IDCJAC0010,066194,2017,01,18,38.5,1,Y
IDCJAC0010,066194,2017,01,19,24.2,1,Y
IDCJAC0010,066194,2017,01,20,30.8,1,Y
IDCJAC0010,066194,2017,01,21,24.7,1,Y
IDCJAC0010,066194,2017,01,22,27.5,1,Y
IDCJAC0010,066194,2017,01,23,34.0,1,Y
IDCJAC0010,066194,2017,01,24,36.8,1,Y
IDCJAC0010,066194,2017,01,25,24.1,1,Y
IDCJAC0010,066194,2017,01,26,24.8,1,Y
IDCJAC0010,066194,2017,01,27,26.9,1,Y
IDCJAC0010,066194,2017,01,28,32.0,1,Y
IDCJAC0010,066194,2017,01,29,28.5,1,Y
IDCJAC0010,066194,2017,01,30,40.3,1,Y
IDCJAC0010,066194,2017,01,31,40.7,1,Y
IDCJAC0010,066194,2017,02,01,23.6,1,N
IDCJAC0010,066194,2017,02,02,26.1,1,N
IDCJAC0010,066194,2017,02,03,26.7,1,N
IDCJAC0010,066194,2017,02,04,32.7,1,N
IDCJAC0010,066194,2017,02,05,41.0,1,N
IDCJAC0010,066194,2017,02,06,31.5,1,N
IDCJAC0010,066194,2017,02,07,24.9,1,N
IDCJAC0010,066194,2017,02,08,27.7,1,N
IDCJAC0010,066194,2017,02,09,32.4,1,N
IDCJAC0010,066194,2017,02,10,43.1,1,N
