Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066194,2019,01,01,19.7,1,Y
IDCJAC0011,066194,2019,01,02,21.1,1,Y
IDCJAC0011,066194,2019,01,03,21.6,1,Y
IDCJAC0011,066194,2019,01,04,18.9,1,Y
IDCJAC0011,066194,2019,01,05,21.2,1,Y
IDCJAC0011,066194,2019,01,06,17.9,1,Y
IDCJAC0011,066194,2019,01,07,18.6,1,Y
IDCJAC0011,066194,2019,01,08,20.2,1,Y
IDCJAC0011,066194,2019,01,09,20.3,1,Y
IDCJAC0011,066194,2019,01,10,20.7,1,Y
IDCJAC0011,066194,2019,01,11,20.5,1,Y
IDCJAC0011,066194,2019,01,12,19.0,1,Y
IDCJAC0011,066194,2019,01,13,21.6,1,Y
IDCJAC0011,066194,2019,01,14,20.9,1,Y
IDCJAC0011,066194,2019,01,15,21.9,1,Y
IDCJAC0011,066194,2019,01,16,21.2,1,Y
IDCJAC0011,066194,2019,01,17,22.8,1,Y
IDCJAC0011,066194,2019,01,18,23.0,1,Y
IDCJAC0011,066194,2019,01,19,23.6,1,Y
IDCJAC0011,066194,2019,01,20,21.0,1,Y
IDCJAC0011,066194,2019,01,21,21.7,1,Y
IDCJAC0011,066194,2019,01,22,19.8,1,Y
IDCJAC0011,066194,2019,01,23,21.4,1,Y
IDCJAC0011,066194,2019,01,24,21.6,1,Y
IDCJAC0011,066194,2019,01,25,21.1,1,Y
IDCJAC0011,066194,2019,01,26,21.8,1,Y
IDCJAC0011,066194,2019,01,27,22.0,1,Y
IDCJAC0011,066194,2019,01,28,22.6,1,Y
IDCJAC0011,066194,2019,01,29,22.3,1,Y
IDCJAC0011,066194,2019,01,30,22.1,1,Y
IDCJAC0011,066194,2019,01,31,22.4,1,Y
IDCJAC0011,066194,2019,02,01,17.7,1,Y
IDCJAC0011,066194,2019,02,02,17.8,1,Y
IDCJAC0011,066194,2019,02,03,19.3,1,Y
IDCJAC0011,066194,2019,02,04,20.0,1,Y
IDCJAC0011,066194,2019,02,05,22.8,1,Y
IDCJAC0011,066194,2019,02,06,19.9,1,Y
IDCJAC0011,066194,2019,02,07,19.3,1,Y
IDCJAC0011,066194,2019,02,08,20.9,1,Y
IDCJAC0011,066194,2019,02,09,19.0,1,Y
IDCJAC0011,066194,2019,02,10,14.6,1,Y
IDCJAC0011,066194,2019,02,11,14.8,1,Y
IDCJAC0011,066194,2019,02,12,15.9,1,Y
IDCJAC0011,066194,2019,02,13,18.8,1,Y
IDCJAC0011,066194,2019,02,14,15.7,1,Y
IDCJAC0011,066194,2019,02,15,15.2,1,Y
IDCJAC0011,066194,2019,02,16,16.5,1,Y
IDCJAC0011,066194,2019,02,17,16.5,1,Y
IDCJAC0011,066194,2019,02,18,17.4,1,Y
IDCJAC0011,066194,2019,02,19,22.0,1,Y
IDCJAC0011,066194,2019,02,20,18.5,1,Y
IDCJAC0011,066194,2019,02,21,19.2,1,Y
IDCJAC0011,066194,2019,02,22,18.2,1,Y
IDCJAC0011,066194,2019,02,23,18.2,1,Y
IDCJAC0011,066194,2019,02,24,18.2,1,Y
IDCJAC0011,066194,2019,02,25,17.1,1,Y
IDCJAC0011,066194,2019,02,26,13.0,1,Y
IDCJAC0011,066194,2019,02,27,15.4,1,Y
IDCJAC0011,066194,2019,02,28,18.2,1,Y
IDCJAC0011,066194,2019,03,01,18.9,1,Y
IDCJAC0011,066194,2019,03,02,19.0,1,Y
IDCJAC0011,066194,2019,03,03,17.7,1,Y
IDCJAC0011,066194,2019,03,04,17.7,1,Y
IDCJAC0011,066194,2019,03,05,17.9,1,Y
IDCJAC0011,066194,2019,03,06,18.6,1,Y
IDCJAC0011,066194,2019,03,07,16.8,1,Y
IDCJAC0011,066194,2019,03,08,16.9,1,Y
IDCJAC0011,066194,2019,03,09,20.2,1,Y
IDCJAC0011,066194,2019,03,10,17.0,1,Y
IDCJAC0011,066194,2019,03,11,20.7,1,Y
IDCJAC0011,066194,2019,03,12,18.8,1,Y
IDCJAC0011,066194,2019,03,13,18.7,1,Y
IDCJAC0011,066194,2019,03,14,19.4,1,Y
IDCJAC0011,066194,2019,03,15,15.2,1,Y
IDCJAC0011,066194,2019,03,16,17.5,1,Y
IDCJAC0011,066194,2019,03,17,18.9,1,Y
IDCJAC0011,066194,2019,03,18,17.5,1,Y
IDCJAC0011,066194,2019,03,19,17.6,1,Y
IDCJAC0011,066194,2019,03,20,18.5,1,Y
IDCJAC0011,066194,2019,03,21,17.9,1,Y
IDCJAC0011,066194,2019,03,22,17.9,1,Y
IDCJAC0011,066194,2019,03,23,16.2,1,Y
IDCJAC0011,066194,2019,03,24,18.8,1,Y
IDCJAC0011,066194,2019,03,25,19.7,1,Y
IDCJAC0011,066194,2019,03,26,16.6,1,Y
IDCJAC0011,066194,2019,03,27,11.1,1,Y
IDCJAC0011,066194,2019,03,28,16.0,1,Y
IDCJAC0011,066194,2019,03,29,13.7,1,Y
IDCJAC0011,066194,2019,03,30,18.0,1,Y
IDCJAC0011,066194,2019,03,31,10.2,1,Y
IDCJAC0011,066194,2019,04,01,10.1,1,Y
