Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066194,2020,01,01,25.1,1,N
IDCJAC0010,066194,2020,01,02,25.7,1,N
IDCJAC0010,066194,2020,01,03,31.2,1,N
IDCJAC0010,066194,2020,01,04,45.9,1,N
IDCJAC0010,066194,2020,01,05,24.9,1,N
IDCJAC0010,066194,2020,01,06,25.4,1,N
IDCJAC0010,066194,2020,01,07,29.9,1,N
IDCJAC0010,066194,2020,01,08,26.6,1,N
IDCJAC0010,066194,2020,01,09,25.6,1,N
IDCJAC0010,066194,2020,01,10,30.8,1,N
IDCJAC0010,066194,2020,01,11,22.8,1,N
IDCJAC0010,066194,2020,01,12,21.9,1,N
IDCJAC0010,066194,2020,01,13,26.8,1,N
IDCJAC0010,066194,2020,01,14,28.1,1,N
IDCJAC0010,066194,2020,01,15,28.1,1,N
IDCJAC0010,066194,2020,01,16,28.8,1,N
IDCJAC0010,066194,2020,01,17,22.5,1,N
IDCJAC0010,066194,2020,01,18,23.4,1,N
IDCJAC0010,066194,2020,01,19,25.4,1,N
IDCJAC0010,066194,2020,01,20,29.5,1,N
IDCJAC0010,066194,2020,01,21,30.5,1,N
IDCJAC0010,066194,2020,01,22,30.6,1,N
IDCJAC0010,066194,2020,01,23,41.5,1,N
IDCJAC0010,066194,2020,01,24,27.1,1,N
IDCJAC0010,066194,2020,01,25,29.4,1,N
IDCJAC0010,066194,2020,01,26,36.2,1,N
IDCJAC0010,066194,2020,01,27,28.7,1,N
IDCJAC0010,066194,2020,01,28,30.9,1,Y
IDCJAC0010,066194,2020,01,29,27.7,1,N
IDCJAC0010,066194,2020,01,30,30.0,1,N
IDCJAC0010,066194,2020,01,31,32.4,1,N
IDCJAC0010,066194,2020,02,01,40.1,1,Y
IDCJAC0010,066194,2020,02,02,27.8,1,Y
IDCJAC0010,066194,2020,02,03,32.5,1,Y
IDCJAC0010,066194,2020,02,04,22.3,1,Y
IDCJAC0010,066194,2020,02,05,25.8,1,Y
IDCJAC0010,066194,2020,02,06,24.3,1,Y
IDCJAC0010,066194,2020,02,07,21.4,1,Y
IDCJAC0010,066194,2020,02,08,23.5,1,Y
IDCJAC0010,066194,2020,02,09,22.2,1,Y
IDCJAC0010,066194,2020,02,10,28.3,1,Y
IDCJAC0010,066194,2020,02,11,30.7,1,Y
IDCJAC0010,066194,2020,02,12,26.4,1,Y
IDCJAC0010,066194,2020,02,13,26.6,1,Y
IDCJAC0010,066194,2020,02,14,26.2,1,Y
IDCJAC0010,066194,2020,02,15,26.5,1,Y
IDCJAC0010,066194,2020,02,16,26.2,1,Y
IDCJAC0010,066194,2020,02,17,25.5,1,Y
IDCJAC0010,066194,2020,02,18,31.0,1,Y
IDCJAC0010,066194,2020,02,19,28.9,1,Y
IDCJAC0010,066194,2020,02,20,23.4,1,Y
IDCJAC0010,066194,2020,02,21,25.0,1,Y
IDCJAC0010,066194,2020,02,22,23.5,1,Y
IDCJAC0010,066194,2020,02,23,24.9,1,Y
IDCJAC0010,066194,2020,02,24,27.4,1,Y
IDCJAC0010,066194,2020,02,25,28.9,1,Y
IDCJAC0010,066194,2020,02,26,32.0,1,Y
IDCJAC0010,066194,2020,02,27,25.6,1,Y
IDCJAC0010,066194,2020,02,28,24.7,1,Y
IDCJAC0010,066194,2020,02,29,26.9,1,Y
IDCJAC0010,066194,2020,03,01,29.0,1,Y
IDCJAC0010,066194,2020,03,02,37.3,1,Y
IDCJAC0010,066194,2020,03,03,21.5,1,Y
IDCJAC0010,066194,2020,03,04,25.6,1,Y
IDCJAC0010,066194,2020,03,05,22.9,1,Y
IDCJAC0010,066194,2020,03,06,26.6,1,Y
IDCJAC0010,066194,2020,03,07,23.6,1,Y
IDCJAC0010,066194,2020,03,08,22.2,1,Y
IDCJAC0010,066194,2020,03,09,22.8,1,Y
IDCJAC0010,066194,2020,03,10,23.0,1,Y
IDCJAC0010,066194,2020,03,11,24.7,1,Y
IDCJAC0010,066194,2020,03,12,25.1,1,Y
IDCJAC0010,066194,2020,03,13,26.2,1,Y
IDCJAC0010,066194,2020,03,14,18.2,1,Y
IDCJAC0010,066194,2020,03,15,20.5,1,Y
IDCJAC0010,066194,2020,03,16,22.1,1,Y
IDCJAC0010,066194,2020,03,17,22.7,1,Y
IDCJAC0010,066194,2020,03,18,26.7,1,Y
IDCJAC0010,066194,2020,03,19,33.1,1,Y
IDCJAC0010,066194,2020,03,20,35.1,1,Y
IDCJAC0010,066194,2020,03,21,25.7,1,Y
IDCJAC0010,066194,2020,03,22,29.3,1,Y
IDCJAC0010,066194,2020,03,23,21.7,1,Y
IDCJAC0010,066194,2020,03,24,22.2,1,Y
IDCJAC0010,066194,2020,03,25,25.2,1,Y
IDCJAC0010,066194,2020,03,26,22.1,1,Y
IDCJAC0010,066194,2020,03,27,22.6,1,Y
IDCJAC0010,066194,2020,03,28,24.7,1,Y
IDCJAC0010,066194,2020,03,29,25.1,1,Y
IDCJAC0010,066194,2020,03,30,25.5,1,Y
IDCJAC0010,066194,2020,03,31,25.9,1,Y
IDCJAC0010,066194,2020,04,01,23.8,1,Y
IDCJAC0010,066194,2020,04,02,25.5,1,Y
IDCJAC0010,066194,2020,04,03,26.9,1,Y
IDCJAC0010,066194,2020,04,04,26.0,1,Y
IDCJAC0010,066194,2020,04,05,24.3,1,Y
IDCJAC0010,066194,2020,04,06,24.3,1,Y
IDCJAC0010,066194,2020,04,07,20.7,1,Y
IDCJAC0010,066194,2020,04,08,19.6,1,Y
IDCJAC0010,066194,2020,04,09,22.2,1,Y
IDCJAC0010,066194,2020,04,10,23.4,1,Y
IDCJAC0010,066194,2020,04,11,26.4,1,Y
IDCJAC0010,066194,2020,04,12,21.1,1,Y
IDCJAC0010,066194,2020,04,13,22.5,1,Y
IDCJAC0010,066194,2020,04,14,26.2,1,Y
IDCJAC0010,066194,2020,04,15,28.4,1,Y
IDCJAC0010,066194,2020,04,16,25.8,1,Y
IDCJAC0010,066194,2020,04,17,26.8,1,Y
IDCJAC0010,066194,2020,04,18,23.3,1,Y
IDCJAC0010,066194,2020,04,19,21.5,1,Y
IDCJAC0010,066194,2020,04,20,19.6,1,Y
IDCJAC0010,066194,2020,04,21,25.6,1,Y
IDCJAC0010,066194,2020,04,22,25.4,1,Y
IDCJAC0010,066194,2020,04,23,24.6,1,Y
IDCJAC0010,066194,2020,04,24,27.7,1,Y
IDCJAC0010,066194,2020,04,25,27.5,1,Y
IDCJAC0010,066194,2020,04,26,27.5,1,Y
IDCJAC0010,066194,2020,04,27,21.2,1,Y
IDCJAC0010,066194,2020,04,28,22.6,1,Y
IDCJAC0010,066194,2020,04,29,27.9,1,Y
IDCJAC0010,066194,2020,04,30,19.0,1,Y
IDCJAC0010,066194,2020,05,01,17.0,1,N
IDCJAC0010,066194,2020,05,02,18.7,1,N
IDCJAC0010,066194,2020,05,03,19.2,1,N
IDCJAC0010,066194,2020,05,04,19.0,1,N
IDCJAC0010,066194,2020,05,05,19.8,1,N
IDCJAC0010,066194,2020,05,06,23.1,1,N
IDCJAC0010,066194,2020,05,07,24.3,1,N
IDCJAC0010,066194,2020,05,08,27.4,1,N
IDCJAC0010,066194,2020,05,09,26.2,1,N
IDCJAC0010,066194,2020,05,10,18.1,1,N
IDCJAC0010,066194,2020,05,11,18.6,1,N
IDCJAC0010,066194,2020,05,12,20.8,1,N
IDCJAC0010,066194,2020,05,13,19.3,1,N
IDCJAC0010,066194,2020,05,14,18.1,1,N
IDCJAC0010,066194,2020,05,15,16.7,1,N
IDCJAC0010,066194,2020,05,16,19.2,1,N
IDCJAC0010,066194,2020,05,17,20.7,1,N
IDCJAC0010,066194,2020,05,18,19.7,1,N
IDCJAC0010,066194,2020,05,19,21.9,1,N
IDCJAC0010,066194,2020,05,20,24.6,1,N
IDCJAC0010,066194,2020,05,21,18.5,1,N
IDCJAC0010,066194,2020,05,22,16.2,1,N
IDCJAC0010,066194,2020,05,23,17.6,1,N
IDCJAC0010,066194,2020,05,24,17.9,1,N
IDCJAC0010,066194,2020,05,25,16.7,1,N
IDCJAC0010,066194,2020,05,26,19.0,1,N
IDCJAC0010,066194,2020,05,27,19.4,1,N
IDCJAC0010,066194,2020,05,28,21.7,1,N
IDCJAC0010,066194,2020,05,29,16.4,1,N
IDCJAC0010,066194,2020,05,30,20.7,1,N
IDCJAC0010,066194,2020,05,31,21.5,1,N
IDCJAC0010,066194,2020,06,01,22.7,1,Y
IDCJAC0010,066194,2020,06,02,16.0,1,Y
IDCJAC0010,066194,2020,06,03,18.8,1,Y
IDCJAC0010,066194,2020,06,04,16.5,1,Y
IDCJAC0010,066194,2020,06,05,19.1,1,Y
IDCJAC0010,066194,2020,06,06,18.8,1,Y
IDCJAC0010,066194,2020,06,07,16.5,1,Y
IDCJAC0010,066194,2020,06,08,17.3,1,Y
IDCJAC0010,066194,2020,06,09,18.5,1,Y
IDCJAC0010,066194,2020,06,10,16.4,1,Y
IDCJAC0010,066194,2020,06,11,20.9,1,Y
IDCJAC0010,066194,2020,06,12,16.9,1,Y
IDCJAC0010,066194,2020,06,13,20.1,1,Y
IDCJAC0010,066194,2020,06,14,21.4,1,Y
IDCJAC0010,066194,2020,06,15,20.7,1,Y
IDCJAC0010,066194,2020,06,16,21.2,1,Y
IDCJAC0010,066194,2020,06,17,17.6,1,Y
IDCJAC0010,066194,2020,06,18,18.9,1,Y
IDCJAC0010,066194,2020,06,19,19.6,1,Y
IDCJAC0010,066194,2020,06,20,20.4,1,Y
IDCJAC0010,066194,2020,06,21,18.8,1,Y
IDCJAC0010,066194,2020,06,22,17.2,1,Y
IDCJAC0010,066194,2020,06,23,16.5,1,Y
IDCJAC0010,066194,2020,06,24,18.7,1,Y
IDCJAC0010,066194,2020,06,25,18.4,1,Y
IDCJAC0010,066194,2020,06,26,18.1,1,Y
IDCJAC0010,066194,2020,06,27,16.2,1,Y
IDCJAC0010,066194,2020,06,28,16.0,1,Y
IDCJAC0010,066194,2020,06,29,16.1,1,Y
IDCJAC0010,066194,2020,06,30,18.6,1,Y
IDCJAC0010,066194,2020,07,01,21.3,1,Y
IDCJAC0010,066194,2020,07,02,23.0,1,Y
IDCJAC0010,066194,2020,07,03,17.9,1,Y
IDCJAC0010,066194,2020,07,04,16.3,1,Y
IDCJAC0010,066194,2020,07,05,18.4,1,Y
IDCJAC0010,066194,2020,07,06,18.0,1,Y
IDCJAC0010,066194,2020,07,07,16.6,1,Y
IDCJAC0010,066194,2020,07,08,15.6,1,Y
IDCJAC0010,066194,2020,07,09,18.2,1,Y
IDCJAC0010,066194,2020,07,10,17.5,1,Y
IDCJAC0010,066194,2020,07,11,15.5,1,Y
IDCJAC0010,066194,2020,07,12,18.1,1,Y
IDCJAC0010,066194,2020,07,13,17.4,1,Y
IDCJAC0010,066194,2020,07,14,16.1,1,Y
IDCJAC0010,066194,2020,07,15,16.0,1,Y
IDCJAC0010,066194,2020,07,16,16.2,1,Y
IDCJAC0010,066194,2020,07,17,15.5,1,Y
IDCJAC0010,066194,2020,07,18,18.3,1,Y
IDCJAC0010,066194,2020,07,19,19.2,1,Y
IDCJAC0010,066194,2020,07,20,18.2,1,Y
IDCJAC0010,066194,2020,07,21,16.2,1,Y
IDCJAC0010,066194,2020,07,22,18.8,1,Y
IDCJAC0010,066194,2020,07,23,19.6,1,Y
IDCJAC0010,066194,2020,07,24,19.3,1,Y
IDCJAC0010,066194,2020,07,25,18.6,1,Y
IDCJAC0010,066194,2020,07,26,16.4,1,Y
IDCJAC0010,066194,2020,07,27,17.0,1,Y
IDCJAC0010,066194,2020,07,28,18.8,1,Y
IDCJAC0010,066194,2020,07,29,18.9,1,Y
IDCJAC0010,066194,2020,07,30,17.8,1,Y
IDCJAC0010,066194,2020,07,31,17.2,1,Y
IDCJAC0010,066194,2020,08,01,20.0,1,Y
