Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66037,2015,01,01,21.2,1,Y
IDCJAC0011,66037,2015,01,02,21.1,1,Y
IDCJAC0011,66037,2015,01,03,22.3,1,Y
IDCJAC0011,66037,2015,01,04,22.9,1,Y
IDCJAC0011,66037,2015,01,05,20.6,1,Y
IDCJAC0011,66037,2015,01,06,21.3,1,Y
IDCJAC0011,66037,2015,01,07,22.2,1,Y
IDCJAC0011,66037,2015,01,08,21.4,1,Y
IDCJAC0011,66037,2015,01,09,22.4,1,Y
IDCJAC0011,66037,2015,01,10,21.7,1,Y
IDCJAC0011,66037,2015,01,11,20.3,1,Y
IDCJAC0011,66037,2015,01,12,20.3,1,Y
IDCJAC0011,66037,2015,01,13,19.0,1,Y
IDCJAC0011,66037,2015,01,14,21.1,1,Y
IDCJAC0011,66037,2015,01,15,22.0,1,Y
IDCJAC0011,66037,2015,01,16,21.1,1,Y
IDCJAC0011,66037,2015,01,17,21.2,1,Y
IDCJAC0011,66037,2015,01,18,21.5,1,Y
IDCJAC0011,66037,2015,01,19,20.5,1,Y
IDCJAC0011,66037,2015,01,20,18.4,1,Y
IDCJAC0011,66037,2015,01,21,19.5,1,Y
IDCJAC0011,66037,2015,01,22,22.3,1,Y
IDCJAC0011,66037,2015,01,23,23.4,1,Y
IDCJAC0011,66037,2015,01,24,23.2,1,Y
IDCJAC0011,66037,2015,01,25,21.6,1,Y
IDCJAC0011,66037,2015,01,26,19.8,1,Y
IDCJAC0011,66037,2015,01,27,18.6,1,Y
IDCJAC0011,66037,2015,01,28,16.9,1,Y
IDCJAC0011,66037,2015,01,29,15.2,1,Y
IDCJAC0011,66037,2015,01,30,14.3,1,Y
IDCJAC0011,66037,2015,01,31,17.0,1,Y
IDCJAC0011,66037,2015,02,01,19.6,1,Y
IDCJAC0011,66037,2015,02,02,19.4,1,Y
IDCJAC0011,66037,2015,02,03,20.0,1,Y
IDCJAC0011,66037,2015,02,04,17.6,1,Y
IDCJAC0011,66037,2015,02,05,18.7,1,Y
IDCJAC0011,66037,2015,02,06,18.1,1,Y
