Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066194,2020,01,01,19.1,1,N
IDCJAC0011,066194,2020,01,02,19.7,1,N
IDCJAC0011,066194,2020,01,03,21.3,1,N
IDCJAC0011,066194,2020,01,04,19.7,1,N
IDCJAC0011,066194,2020,01,05,21.4,1,N
IDCJAC0011,066194,2020,01,06,17.1,1,N
IDCJAC0011,066194,2020,01,07,19.8,1,N
IDCJAC0011,066194,2020,01,08,21.2,1,N
IDCJAC0011,066194,2020,01,09,21.2,1,N
IDCJAC0011,066194,2020,01,10,21.4,1,N
IDCJAC0011,066194,2020,01,11,18.7,1,N
IDCJAC0011,066194,2020,01,12,18.9,1,N
IDCJAC0011,066194,2020,01,13,14.7,1,N
IDCJAC0011,066194,2020,01,14,16.4,1,N
IDCJAC0011,066194,2020,01,15,15.8,1,N
IDCJAC0011,066194,2020,01,16,20.1,1,N
IDCJAC0011,066194,2020,01,17,18.2,1,N
IDCJAC0011,066194,2020,01,18,18.3,1,N
IDCJAC0011,066194,2020,01,19,18.7,1,N
IDCJAC0011,066194,2020,01,20,19.4,1,N
IDCJAC0011,066194,2020,01,21,15.7,1,N
IDCJAC0011,066194,2020,01,22,17.9,1,N
IDCJAC0011,066194,2020,01,23,17.6,1,N
IDCJAC0011,066194,2020,01,24,22.6,1,N
IDCJAC0011,066194,2020,01,25,21.8,1,N
IDCJAC0011,066194,2020,01,26,24.1,1,N
IDCJAC0011,066194,2020,01,27,22.9,1,N
IDCJAC0011,066194,2020,01,28,21.5,1,N
IDCJAC0011,066194,2020,01,29,22.9,1,Y
IDCJAC0011,066194,2020,01,30,16.9,1,N
IDCJAC0011,066194,2020,01,31,20.5,1,N
IDCJAC0011,066194,2020,02,01,23.2,1,Y
IDCJAC0011,066194,2020,02,02,24.9,1,Y
IDCJAC0011,066194,2020,02,03,22.0,1,Y
IDCJAC0011,066194,2020,02,04,17.3,1,Y
IDCJAC0011,066194,2020,02,05,14.6,1,Y
IDCJAC0011,066194,2020,02,06,19.7,1,Y
IDCJAC0011,066194,2020,02,07,18.6,1,Y
IDCJAC0011,066194,2020,02,08,18.9,1,Y
IDCJAC0011,066194,2020,02,09,19.2,1,Y
IDCJAC0011,066194,2020,02,10,19.7,1,Y
IDCJAC0011,066194,2020,02,11,19.7,1,Y
IDCJAC0011,066194,2020,02,12,22.2,1,Y
IDCJAC0011,066194,2020,02,13,21.3,1,Y
IDCJAC0011,066194,2020,02,14,21.0,1,Y
IDCJAC0011,066194,2020,02,15,17.0,1,Y
IDCJAC0011,066194,2020,02,16,19.1,1,Y
IDCJAC0011,066194,2020,02,17,20.5,1,Y
IDCJAC0011,066194,2020,02,18,18.6,1,Y
IDCJAC0011,066194,2020,02,19,18.3,1,Y
IDCJAC0011,066194,2020,02,20,15.4,1,Y
IDCJAC0011,066194,2020,02,21,18.9,1,Y
IDCJAC0011,066194,2020,02,22,18.0,1,Y
IDCJAC0011,066194,2020,02,23,19.0,1,Y
IDCJAC0011,066194,2020,02,24,17.0,1,Y
IDCJAC0011,066194,2020,02,25,17.5,1,Y
IDCJAC0011,066194,2020,02,26,19.7,1,Y
IDCJAC0011,066194,2020,02,27,19.5,1,Y
IDCJAC0011,066194,2020,02,28,11.9,1,Y
IDCJAC0011,066194,2020,02,29,15.3,1,Y
IDCJAC0011,066194,2020,03,01,16.5,1,Y
IDCJAC0011,066194,2020,03,02,16.3,1,Y
IDCJAC0011,066194,2020,03,03,19.9,1,Y
IDCJAC0011,066194,2020,03,04,18.4,1,Y
IDCJAC0011,066194,2020,03,05,19.9,1,Y
IDCJAC0011,066194,2020,03,06,20.9,1,Y
IDCJAC0011,066194,2020,03,07,19.4,1,Y
IDCJAC0011,066194,2020,03,08,16.6,1,Y
IDCJAC0011,066194,2020,03,09,16.8,1,Y
IDCJAC0011,066194,2020,03,10,14.7,1,Y
IDCJAC0011,066194,2020,03,11,12.6,1,Y
IDCJAC0011,066194,2020,03,12,13.5,1,Y
IDCJAC0011,066194,2020,03,13,12.0,1,Y
IDCJAC0011,066194,2020,03,14,13.9,1,Y
IDCJAC0011,066194,2020,03,15,12.8,1,Y
IDCJAC0011,066194,2020,03,16,15.2,1,Y
IDCJAC0011,066194,2020,03,17,14.7,1,Y
IDCJAC0011,066194,2020,03,18,11.1,1,Y
IDCJAC0011,066194,2020,03,19,13.9,1,Y
IDCJAC0011,066194,2020,03,20,16.2,1,Y
IDCJAC0011,066194,2020,03,21,14.7,1,Y
IDCJAC0011,066194,2020,03,22,16.0,1,Y
IDCJAC0011,066194,2020,03,23,17.4,1,Y
IDCJAC0011,066194,2020,03,24,14.7,1,Y
IDCJAC0011,066194,2020,03,25,15.3,1,Y
IDCJAC0011,066194,2020,03,26,16.7,1,Y
IDCJAC0011,066194,2020,03,27,15.3,1,Y
IDCJAC0011,066194,2020,03,28,13.5,1,Y
IDCJAC0011,066194,2020,03,29,16.1,1,Y
IDCJAC0011,066194,2020,03,30,16.9,1,Y
IDCJAC0011,066194,2020,03,31,14.4,1,Y
IDCJAC0011,066194,2020,04,01,15.7,1,Y
IDCJAC0011,066194,2020,04,02,15.0,1,Y
IDCJAC0011,066194,2020,04,03,14.6,1,Y
IDCJAC0011,066194,2020,04,04,18.7,1,Y
IDCJAC0011,066194,2020,04,05,8.7,1,Y
IDCJAC0011,066194,2020,04,06,9.8,1,Y
IDCJAC0011,066194,2020,04,07,15.2,1,Y
IDCJAC0011,066194,2020,04,08,13.5,1,Y
IDCJAC0011,066194,2020,04,09,15.7,1,Y
IDCJAC0011,066194,2020,04,10,14.4,1,Y
IDCJAC0011,066194,2020,04,11,9.7,1,Y
IDCJAC0011,066194,2020,04,12,10.0,1,Y
IDCJAC0011,066194,2020,04,13,7.4,1,Y
IDCJAC0011,066194,2020,04,14,9.7,1,Y
IDCJAC0011,066194,2020,04,15,11.5,1,Y
IDCJAC0011,066194,2020,04,16,14.1,1,Y
