Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066194,2026,01,01,20.5,1,N
IDCJAC0010,066194,2026,01,02,22.9,1,N
IDCJAC0010,066194,2026,01,03,25.9,1,N
IDCJAC0010,066194,2026,01,04,30.9,1,N
IDCJAC0010,066194,2026,01,05,26.5,1,N
IDCJAC0010,066194,2026,01,06,28.8,1,N
IDCJAC0010,066194,2026,01,07,32.7,1,N
IDCJAC0010,066194,2026,01,08,35.1,1,N
IDCJAC0010,066194,2026,01,09,33.7,1,N
IDCJAC0010,066194,2026,01,10,41.2,1,N
IDCJAC0010,066194,2026,01,11,21.3,1,N
IDCJAC0010,066194,2026,01,12,22.2,1,N
IDCJAC0010,066194,2026,01,13,27.7,1,N
IDCJAC0010,066194,2026,01,14,27.3,1,N
IDCJAC0010,066194,2026,01,15,25.8,1,N
IDCJAC0010,066194,2026,01,16,26.0,1,N
IDCJAC0010,066194,2026,01,17,23.4,1,N
IDCJAC0010,066194,2026,01,18,23.7,1,N
IDCJAC0010,066194,2026,01,19,24.2,1,N
IDCJAC0010,066194,2026,01,20,24.3,1,N
IDCJAC0010,066194,2026,01,21,24.0,1,N
IDCJAC0010,066194,2026,01,22,24.5,1,N
IDCJAC0010,066194,2026,01,23,22.8,1,N
IDCJAC0010,066194,2026,01,24,26.9,1,N
IDCJAC0010,066194,2026,01,25,39.0,1,N
IDCJAC0010,066194,2026,01,26,24.2,1,N
IDCJAC0010,066194,2026,01,27,25.5,1,N
IDCJAC0010,066194,2026,01,28,27.5,1,N
IDCJAC0010,066194,2026,01,29,,,
IDCJAC0010,066194,2026,01,30,28.7,1,N
IDCJAC0010,066194,2026,01,31,31.9,1,N
IDCJAC0010,066194,2026,02,01,28.3,1,Y
IDCJAC0010,066194,2026,02,02,21.4,1,Y
IDCJAC0010,066194,2026,02,03,24.3,1,Y
IDCJAC0010,066194,2026,02,04,27.3,1,Y
IDCJAC0010,066194,2026,02,05,37.4,1,Y
IDCJAC0010,066194,2026,02,06,31.5,1,Y
IDCJAC0010,066194,2026,02,07,32.1,1,Y
IDCJAC0010,066194,2026,02,08,24.2,1,Y
IDCJAC0010,066194,2026,02,09,29.7,1,Y
IDCJAC0010,066194,2026,02,10,29.3,1,Y
IDCJAC0010,066194,2026,02,11,34.8,1,Y
IDCJAC0010,066194,2026,02,12,24.5,1,Y
IDCJAC0010,066194,2026,02,13,21.8,1,Y
IDCJAC0010,066194,2026,02,14,25.4,1,Y
IDCJAC0010,066194,2026,02,15,23.6,1,Y
IDCJAC0010,066194,2026,02,16,25.7,1,Y
IDCJAC0010,066194,2026,02,17,28.3,1,Y
IDCJAC0010,066194,2026,02,18,35.7,1,Y
IDCJAC0010,066194,2026,02,19,28.5,1,Y
IDCJAC0010,066194,2026,02,20,27.0,1,Y
IDCJAC0010,066194,2026,02,21,33.0,1,Y
IDCJAC0010,066194,2026,02,22,35.7,1,Y
IDCJAC0010,066194,2026,02,23,27.7,1,Y
IDCJAC0010,066194,2026,02,24,30.7,1,Y
IDCJAC0010,066194,2026,02,25,29.1,1,Y
IDCJAC0010,066194,2026,02,26,26.3,1,Y
IDCJAC0010,066194,2026,02,27,25.0,1,Y
IDCJAC0010,066194,2026,02,28,26.4,1,Y
IDCJAC0010,066194,2026,03,01,26.5,1,N
IDCJAC0010,066194,2026,03,02,27.9,1,N
IDCJAC0010,066194,2026,03,03,26.8,1,N
IDCJAC0010,066194,2026,03,04,30.7,1,N
IDCJAC0010,066194,2026,03,05,30.0,1,N
IDCJAC0010,066194,2026,03,06,28.7,1,N
IDCJAC0010,066194,2026,03,07,30.6,1,N
IDCJAC0010,066194,2026,03,08,24.4,1,N
IDCJAC0010,066194,2026,03,09,24.5,1,N
IDCJAC0010,066194,2026,03,10,27.4,1,N
IDCJAC0010,066194,2026,03,11,30.1,1,Y
IDCJAC0010,066194,2026,03,12,25.1,1,N
IDCJAC0010,066194,2026,03,13,21.9,1,N
IDCJAC0010,066194,2026,03,14,25.5,1,N
IDCJAC0010,066194,2026,03,15,27.1,1,N
IDCJAC0010,066194,2026,03,16,29.4,1,N
IDCJAC0010,066194,2026,03,17,30.3,1,N
IDCJAC0010,066194,2026,03,18,24.3,1,N
IDCJAC0010,066194,2026,03,19,26.2,1,N
IDCJAC0010,066194,2026,03,20,26.4,1,N
IDCJAC0010,066194,2026,03,21,27.1,1,N
IDCJAC0010,066194,2026,03,22,26.7,1,N
IDCJAC0010,066194,2026,03,23,26.9,1,N
IDCJAC0010,066194,2026,03,24,27.6,1,N
IDCJAC0010,066194,2026,03,25,29.3,1,N
IDCJAC0010,066194,2026,03,26,31.0,1,N
IDCJAC0010,066194,2026,03,27,17.9,1,N
IDCJAC0010,066194,2026,03,28,22.1,1,N
IDCJAC0010,066194,2026,03,29,23.0,1,N
IDCJAC0010,066194,2026,03,30,24.9,1,N
IDCJAC0010,066194,2026,03,31,25.9,1,Y
IDCJAC0010,066194,2026,04,01,26.8,1,N
IDCJAC0010,066194,2026,04,02,27.3,1,N
IDCJAC0010,066194,2026,04,03,24.9,1,N
IDCJAC0010,066194,2026,04,04,19.6,1,N
IDCJAC0010,066194,2026,04,05,22.2,1,N
IDCJAC0010,066194,2026,04,06,21.7,1,N
IDCJAC0010,066194,2026,04,07,30.9,1,N
IDCJAC0010,066194,2026,04,08,27.9,1,N
IDCJAC0010,066194,2026,04,09,30.9,1,N
IDCJAC0010,066194,2026,04,10,29.3,1,N
IDCJAC0010,066194,2026,04,11,24.7,1,N
IDCJAC0010,066194,2026,04,12,20.9,1,N
IDCJAC0010,066194,2026,04,13,22.8,1,N
IDCJAC0010,066194,2026,04,14,25.2,1,N
IDCJAC0010,066194,2026,04,15,25.7,1,N
IDCJAC0010,066194,2026,04,16,27.9,1,N
IDCJAC0010,066194,2026,04,17,27.4,1,N
IDCJAC0010,066194,2026,04,18,19.8,1,N
IDCJAC0010,066194,2026,04,19,21.1,1,N
IDCJAC0010,066194,2026,04,20,21.8,1,N
IDCJAC0010,066194,2026,04,21,20.5,1,N
IDCJAC0010,066194,2026,04,22,21.7,1,N
IDCJAC0010,066194,2026,04,23,22.2,1,N
