Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66037,2017,01,01,21.6,1,N
IDCJAC0011,66037,2017,01,02,20.9,1,N
IDCJAC0011,66037,2017,01,03,18.6,1,N
IDCJAC0011,66037,2017,01,04,19.4,1,N
IDCJAC0011,66037,2017,01,05,19.6,1,N
IDCJAC0011,66037,2017,01,06,19.9,1,N
IDCJAC0011,66037,2017,01,07,18.3,1,N
IDCJAC0011,66037,2017,01,08,19.2,1,N
IDCJAC0011,66037,2017,01,09,21.0,1,N
IDCJAC0011,66037,2017,01,10,21.4,1,N
IDCJAC0011,66037,2017,01,11,23.0,1,N
IDCJAC0011,66037,2017,01,12,21.5,1,N
IDCJAC0011,66037,2017,01,13,22.8,1,N
IDCJAC0011,66037,2017,01,14,24.9,1,N
IDCJAC0011,66037,2017,01,15,21.5,1,N
IDCJAC0011,66037,2017,01,16,22.0,1,N
IDCJAC0011,66037,2017,01,17,21.0,1,N
IDCJAC0011,66037,2017,01,18,26.1,1,N
IDCJAC0011,66037,2017,01,19,19.8,1,N
IDCJAC0011,66037,2017,01,20,19.1,1,N
IDCJAC0011,66037,2017,01,21,20.8,1,N
IDCJAC0011,66037,2017,01,22,19.7,1,N
IDCJAC0011,66037,2017,01,23,21.3,1,N
IDCJAC0011,66037,2017,01,24,24.6,1,N
IDCJAC0011,66037,2017,01,25,20.4,1,N
IDCJAC0011,66037,2017,01,26,20.3,1,N
IDCJAC0011,66037,2017,01,27,20.1,1,N
IDCJAC0011,66037,2017,01,28,20.7,1,N
IDCJAC0011,66037,2017,01,29,21.6,1,N
IDCJAC0011,66037,2017,01,30,22.5,1,N
IDCJAC0011,66037,2017,01,31,23.5,1,N
IDCJAC0011,66037,2017,02,01,19.9,1,N
IDCJAC0011,66037,2017,02,02,19.9,1,N
IDCJAC0011,66037,2017,02,03,21.9,1,N
IDCJAC0011,66037,2017,02,04,22.2,1,N
IDCJAC0011,66037,2017,02,05,24.0,1,N
IDCJAC0011,66037,2017,02,06,24.3,1,N
IDCJAC0011,66037,2017,02,07,21.9,1,N
IDCJAC0011,66037,2017,02,08,20.1,1,N
IDCJAC0011,66037,2017,02,09,21.6,1,N
IDCJAC0011,66037,2017,02,10,23.1,1,N
IDCJAC0011,66037,2017,02,11,23.0,1,N
IDCJAC0011,66037,2017,02,12,23.3,1,N
IDCJAC0011,66037,2017,02,13,16.9,1,N
IDCJAC0011,66037,2017,02,14,20.1,1,N
IDCJAC0011,66037,2017,02,15,17.7,1,N
IDCJAC0011,66037,2017,02,16,20.3,1,N
IDCJAC0011,66037,2017,02,17,22.8,1,N
IDCJAC0011,66037,2017,02,18,22.0,1,N
IDCJAC0011,66037,2017,02,19,18.2,1,N
IDCJAC0011,66037,2017,02,20,17.0,1,N
IDCJAC0011,66037,2017,02,21,17.2,1,N
IDCJAC0011,66037,2017,02,22,19.5,1,N
IDCJAC0011,66037,2017,02,23,21.8,1,N
IDCJAC0011,66037,2017,02,24,20.8,1,N
IDCJAC0011,66037,2017,02,25,18.6,1,N
