Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66037,2022,01,01,21.1,1,Y
IDCJAC0011,66037,2022,01,02,21.2,1,Y
IDCJAC0011,66037,2022,01,03,21.3,1,Y
IDCJAC0011,66037,2022,01,04,21.0,1,Y
IDCJAC0011,66037,2022,01,05,20.7,1,Y
IDCJAC0011,66037,2022,01,06,21.0,1,Y
IDCJAC0011,66037,2022,01,07,22.5,1,Y
IDCJAC0011,66037,2022,01,08,19.6,1,Y
IDCJAC0011,66037,2022,01,09,,,
IDCJAC0011,66037,2022,01,10,21.2,1,Y
IDCJAC0011,66037,2022,01,11,22.6,1,Y
IDCJAC0011,66037,2022,01,12,21.2,1,Y
IDCJAC0011,66037,2022,01,13,18.8,1,Y
IDCJAC0011,66037,2022,01,14,19.4,1,Y
IDCJAC0011,66037,2022,01,15,21.2,1,Y
IDCJAC0011,66037,2022,01,16,21.8,1,Y
IDCJAC0011,66037,2022,01,17,21.3,1,Y
IDCJAC0011,66037,2022,01,18,21.9,1,Y
IDCJAC0011,66037,2022,01,19,18.2,1,Y
IDCJAC0011,66037,2022,01,20,19.1,1,Y
IDCJAC0011,66037,2022,01,21,17.9,1,
IDCJAC0011,66037,2022,01,22,17.7,1,Y
IDCJAC0011,66037,2022,01,23,18.0,1,Y
IDCJAC0011,66037,2022,01,24,18.5,1,Y
IDCJAC0011,66037,2022,01,25,20.7,1,Y
IDCJAC0011,66037,2022,01,26,20.5,1,Y
IDCJAC0011,66037,2022,01,27,21.1,1,Y
IDCJAC0011,66037,2022,01,28,,,
IDCJAC0011,66037,2022,01,29,22.4,1,Y
IDCJAC0011,66037,2022,01,30,22.8,1,Y
IDCJAC0011,66037,2022,01,31,21.3,1,Y
IDCJAC0011,66037,2022,02,01,22.6,1,Y
IDCJAC0011,66037,2022,02,02,19.7,1,Y
IDCJAC0011,66037,2022,02,03,18.1,1,Y
IDCJAC0011,66037,2022,02,04,16.5,1,Y
IDCJAC0011,66037,2022,02,05,16.8,1,Y
IDCJAC0011,66037,2022,02,06,17.3,1,Y
IDCJAC0011,66037,2022,02,07,18.0,1,Y
IDCJAC0011,66037,2022,02,08,15.8,1,Y
IDCJAC0011,66037,2022,02,09,16.9,1,Y
IDCJAC0011,66037,2022,02,10,19.7,1,Y
IDCJAC0011,66037,2022,02,11,20.3,1,Y
IDCJAC0011,66037,2022,02,12,21.0,1,Y
IDCJAC0011,66037,2022,02,13,17.9,1,Y
IDCJAC0011,66037,2022,02,14,17.6,1,Y
IDCJAC0011,66037,2022,02,15,19.9,1,Y
IDCJAC0011,66037,2022,02,16,19.2,1,Y
IDCJAC0011,66037,2022,02,17,20.3,1,Y
IDCJAC0011,66037,2022,02,18,20.4,1,Y
IDCJAC0011,66037,2022,02,19,20.3,1,Y
IDCJAC0011,66037,2022,02,20,19.5,1,Y
IDCJAC0011,66037,2022,02,21,22.6,1,Y
IDCJAC0011,66037,2022,02,22,20.2,1,Y
IDCJAC0011,66037,2022,02,23,19.2,1,Y
IDCJAC0011,66037,2022,02,24,20.7,1,Y
IDCJAC0011,66037,2022,02,25,21.1,1,Y
IDCJAC0011,66037,2022,02,26,19.4,1,Y
IDCJAC0011,66037,2022,02,27,18.7,1,Y
IDCJAC0011,66037,2022,02,28,20.3,1,Y
IDCJAC0011,66037,2022,03,01,19.8,1,N
IDCJAC0011,66037,2022,03,02,19.4,1,N
IDCJAC0011,66037,2022,03,03,19.7,1,N
IDCJAC0011,66037,2022,03,04,20.3,1,N
IDCJAC0011,66037,2022,03,05,20.3,1,N
IDCJAC0011,66037,2022,03,06,20.0,1,N
IDCJAC0011,66037,2022,03,07,20.4,1,N
IDCJAC0011,66037,2022,03,08,20.6,1,N
IDCJAC0011,66037,2022,03,09,18.1,1,N
IDCJAC0011,66037,2022,03,10,16.1,1,N
IDCJAC0011,66037,2022,03,11,15.6,1,N
IDCJAC0011,66037,2022,03,12,17.6,1,N
IDCJAC0011,66037,2022,03,13,17.0,1,N
IDCJAC0011,66037,2022,03,14,17.1,1,N
IDCJAC0011,66037,2022,03,15,18.0,1,N
IDCJAC0011,66037,2022,03,16,17.9,1,N
IDCJAC0011,66037,2022,03,17,18.5,1,N
IDCJAC0011,66037,2022,03,18,20.8,1,N
IDCJAC0011,66037,2022,03,19,19.4,1,N
IDCJAC0011,66037,2022,03,20,16.9,1,N
IDCJAC0011,66037,2022,03,21,17.9,1,N
IDCJAC0011,66037,2022,03,22,16.8,1,N
IDCJAC0011,66037,2022,03,23,20.1,1,N
IDCJAC0011,66037,2022,03,24,17.9,1,N
IDCJAC0011,66037,2022,03,25,17.5,1,N
IDCJAC0011,66037,2022,03,26,17.0,1,N
IDCJAC0011,66037,2022,03,27,16.3,1,N
IDCJAC0011,66037,2022,03,28,18.2,1,N
IDCJAC0011,66037,2022,03,29,19.6,1,N
IDCJAC0011,66037,2022,03,30,18.8,1,N
IDCJAC0011,66037,2022,03,31,17.9,1,N
IDCJAC0011,66037,2022,04,01,14.1,1,N
IDCJAC0011,66037,2022,04,02,15.1,1,N
IDCJAC0011,66037,2022,04,03,13.7,1,N
IDCJAC0011,66037,2022,04,04,14.0,1,N
IDCJAC0011,66037,2022,04,05,15.8,1,N
IDCJAC0011,66037,2022,04,06,17.4,1,N
IDCJAC0011,66037,2022,04,07,16.6,1,N
IDCJAC0011,66037,2022,04,08,17.6,1,N
IDCJAC0011,66037,2022,04,09,17.7,1,N
IDCJAC0011,66037,2022,04,10,16.6,1,N
IDCJAC0011,66037,2022,04,11,16.9,1,N
IDCJAC0011,66037,2022,04,12,17.7,1,N
IDCJAC0011,66037,2022,04,13,17.5,1,N
IDCJAC0011,66037,2022,04,14,14.7,1,N
IDCJAC0011,66037,2022,04,15,14.8,1,N
IDCJAC0011,66037,2022,04,16,15.8,1,N
IDCJAC0011,66037,2022,04,17,14.5,1,N
IDCJAC0011,66037,2022,04,18,14.6,1,N
IDCJAC0011,66037,2022,04,19,16.8,1,N
IDCJAC0011,66037,2022,04,20,14.5,1,N
IDCJAC0011,66037,2022,04,21,13.3,1,N
IDCJAC0011,66037,2022,04,22,15.7,1,N
IDCJAC0011,66037,2022,04,23,14.1,1,N
IDCJAC0011,66037,2022,04,24,13.3,1,N
IDCJAC0011,66037,2022,04,25,15.3,1,N
IDCJAC0011,66037,2022,04,26,15.9,1,N
IDCJAC0011,66037,2022,04,27,15.8,1,N
IDCJAC0011,66037,2022,04,28,17.4,1,N
IDCJAC0011,66037,2022,04,29,17.4,1,N
IDCJAC0011,66037,2022,04,30,17.8,1,N
IDCJAC0011,66037,2022,05,01,13.6,1,N
IDCJAC0011,66037,2022,05,02,13.1,1,N
IDCJAC0011,66037,2022,05,03,14.4,1,N
IDCJAC0011,66037,2022,05,04,13.9,1,N
IDCJAC0011,66037,2022,05,05,16.6,1,N
IDCJAC0011,66037,2022,05,06,11.0,1,N
IDCJAC0011,66037,2022,05,07,9.3,1,N
IDCJAC0011,66037,2022,05,08,9.4,1,N
IDCJAC0011,66037,2022,05,09,12.8,1,N
IDCJAC0011,66037,2022,05,10,13.1,1,N
IDCJAC0011,66037,2022,05,11,16.0,1,N
IDCJAC0011,66037,2022,05,12,16.3,1,N
IDCJAC0011,66037,2022,05,13,17.8,1,N
IDCJAC0011,66037,2022,05,14,17.7,1,N
IDCJAC0011,66037,2022,05,15,17.4,1,N
