Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066194,2017,01,01,22.4,1,Y
IDCJAC0011,066194,2017,01,02,21.1,1,Y
IDCJAC0011,066194,2017,01,03,18.6,1,Y
IDCJAC0011,066194,2017,01,04,19.3,1,Y
IDCJAC0011,066194,2017,01,05,19.2,1,Y
IDCJAC0011,066194,2017,01,06,18.3,1,Y
IDCJAC0011,066194,2017,01,07,15.8,1,Y
IDCJAC0011,066194,2017,01,08,16.0,1,Y
IDCJAC0011,066194,2017,01,09,18.4,1,Y
IDCJAC0011,066194,2017,01,10,22.1,1,Y
IDCJAC0011,066194,2017,01,11,22.0,1,Y
IDCJAC0011,066194,2017,01,12,22.0,1,Y
IDCJAC0011,066194,2017,01,13,22.0,1,Y
IDCJAC0011,066194,2017,01,14,24.1,1,Y
IDCJAC0011,066194,2017,01,15,21.8,1,Y
IDCJAC0011,066194,2017,01,16,18.2,1,Y
IDCJAC0011,066194,2017,01,17,18.1,1,Y
IDCJAC0011,066194,2017,01,18,24.4,1,Y
IDCJAC0011,066194,2017,01,19,19.4,1,Y
IDCJAC0011,066194,2017,01,20,18.9,1,Y
IDCJAC0011,066194,2017,01,21,20.7,1,Y
IDCJAC0011,066194,2017,01,22,19.7,1,Y
IDCJAC0011,066194,2017,01,23,20.2,1,Y
IDCJAC0011,066194,2017,01,24,24.0,1,Y
IDCJAC0011,066194,2017,01,25,20.6,1,Y
IDCJAC0011,066194,2017,01,26,18.0,1,Y
IDCJAC0011,066194,2017,01,27,19.8,1,Y
IDCJAC0011,066194,2017,01,28,17.6,1,Y
IDCJAC0011,066194,2017,01,29,22.1,1,Y
IDCJAC0011,066194,2017,01,30,21.2,1,Y
IDCJAC0011,066194,2017,01,31,23.0,1,Y
IDCJAC0011,066194,2017,02,01,20.3,1,N
IDCJAC0011,066194,2017,02,02,21.0,1,N
IDCJAC0011,066194,2017,02,03,21.7,1,N
IDCJAC0011,066194,2017,02,04,20.9,1,N
IDCJAC0011,066194,2017,02,05,25.3,1,N
IDCJAC0011,066194,2017,02,06,24.1,1,N
IDCJAC0011,066194,2017,02,07,22.3,1,N
IDCJAC0011,066194,2017,02,08,20.5,1,N
IDCJAC0011,066194,2017,02,09,21.1,1,N
