Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066194,2023,01,01,18.5,1,Y
IDCJAC0011,066194,2023,01,02,16.3,1,Y
IDCJAC0011,066194,2023,01,03,19.8,1,Y
IDCJAC0011,066194,2023,01,04,19.9,1,Y
IDCJAC0011,066194,2023,01,05,16.9,1,Y
IDCJAC0011,066194,2023,01,06,14.8,1,Y
IDCJAC0011,066194,2023,01,07,16.2,1,Y
IDCJAC0011,066194,2023,01,08,15.6,1,Y
IDCJAC0011,066194,2023,01,09,13.3,1,Y
IDCJAC0011,066194,2023,01,10,14.1,1,Y
IDCJAC0011,066194,2023,01,11,20.3,1,Y
IDCJAC0011,066194,2023,01,12,20.8,1,Y
IDCJAC0011,066194,2023,01,13,17.0,1,Y
IDCJAC0011,066194,2023,01,14,17.1,1,Y
IDCJAC0011,066194,2023,01,15,15.5,1,Y
IDCJAC0011,066194,2023,01,16,19.1,1,Y
IDCJAC0011,066194,2023,01,17,17.9,1,Y
IDCJAC0011,066194,2023,01,18,16.6,1,Y
IDCJAC0011,066194,2023,01,19,18.2,1,Y
IDCJAC0011,066194,2023,01,20,16.8,1,Y
IDCJAC0011,066194,2023,01,21,14.5,1,Y
IDCJAC0011,066194,2023,01,22,17.6,1,Y
IDCJAC0011,066194,2023,01,23,16.6,1,Y
IDCJAC0011,066194,2023,01,24,15.8,1,Y
IDCJAC0011,066194,2023,01,25,16.8,1,Y
IDCJAC0011,066194,2023,01,26,17.4,1,Y
IDCJAC0011,066194,2023,01,27,21.2,1,Y
IDCJAC0011,066194,2023,01,28,20.3,1,Y
IDCJAC0011,066194,2023,01,29,23.3,1,Y
IDCJAC0011,066194,2023,01,30,21.8,1,Y
IDCJAC0011,066194,2023,01,31,20.6,1,Y
IDCJAC0011,066194,2023,02,01,19.1,1,Y
IDCJAC0011,066194,2023,02,02,18.7,1,Y
IDCJAC0011,066194,2023,02,03,21.3,1,Y
IDCJAC0011,066194,2023,02,04,16.5,1,Y
IDCJAC0011,066194,2023,02,05,14.3,1,Y
IDCJAC0011,066194,2023,02,06,20.9,1,Y
IDCJAC0011,066194,2023,02,07,19.5,1,Y
IDCJAC0011,066194,2023,02,08,17.9,1,Y
IDCJAC0011,066194,2023,02,09,19.4,1,Y
IDCJAC0011,066194,2023,02,10,15.7,1,Y
IDCJAC0011,066194,2023,02,11,16.6,1,Y
IDCJAC0011,066194,2023,02,12,18.8,1,Y
IDCJAC0011,066194,2023,02,13,18.8,1,Y
IDCJAC0011,066194,2023,02,14,18.2,1,Y
IDCJAC0011,066194,2023,02,15,16.9,1,Y
IDCJAC0011,066194,2023,02,16,15.1,1,Y
IDCJAC0011,066194,2023,02,17,16.6,1,Y
IDCJAC0011,066194,2023,02,18,17.5,1,Y
IDCJAC0011,066194,2023,02,19,18.9,1,Y
IDCJAC0011,066194,2023,02,20,19.5,1,Y
IDCJAC0011,066194,2023,02,21,18.6,1,Y
IDCJAC0011,066194,2023,02,22,19.2,1,Y
IDCJAC0011,066194,2023,02,23,15.8,1,Y
IDCJAC0011,066194,2023,02,24,13.9,1,Y
IDCJAC0011,066194,2023,02,25,15.7,1,Y
IDCJAC0011,066194,2023,02,26,15.9,1,Y
IDCJAC0011,066194,2023,02,27,21.2,1,Y
IDCJAC0011,066194,2023,02,28,20.1,1,Y
IDCJAC0011,066194,2023,03,01,20.1,1,Y
IDCJAC0011,066194,2023,03,02,17.0,1,Y
