Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66037,2016,01,01,18.6,1,N
IDCJAC0011,66037,2016,01,02,18.1,1,N
IDCJAC0011,66037,2016,01,03,19.9,1,N
IDCJAC0011,66037,2016,01,04,20.2,1,N
IDCJAC0011,66037,2016,01,05,17.6,1,N
IDCJAC0011,66037,2016,01,06,17.2,1,N
IDCJAC0011,66037,2016,01,07,16.9,1,N
IDCJAC0011,66037,2016,01,08,15.8,1,N
IDCJAC0011,66037,2016,01,09,18.7,1,N
IDCJAC0011,66037,2016,01,10,19.1,1,N
IDCJAC0011,66037,2016,01,11,21.1,1,N
IDCJAC0011,66037,2016,01,12,23.7,1,N
IDCJAC0011,66037,2016,01,13,21.1,1,N
IDCJAC0011,66037,2016,01,14,22.9,1,N
IDCJAC0011,66037,2016,01,15,14.3,1,N
IDCJAC0011,66037,2016,01,16,14.4,1,N
IDCJAC0011,66037,2016,01,17,16.3,1,N
IDCJAC0011,66037,2016,01,18,17.2,1,N
IDCJAC0011,66037,2016,01,19,19.1,1,N
IDCJAC0011,66037,2016,01,20,22.2,1,N
IDCJAC0011,66037,2016,01,21,23.4,1,N
IDCJAC0011,66037,2016,01,22,22.7,1,N
IDCJAC0011,66037,2016,01,23,22.5,1,N
IDCJAC0011,66037,2016,01,24,20.2,1,N
IDCJAC0011,66037,2016,01,25,21.1,1,N
IDCJAC0011,66037,2016,01,26,20.1,1,N
IDCJAC0011,66037,2016,01,27,20.2,1,N
IDCJAC0011,66037,2016,01,28,21.6,1,N
IDCJAC0011,66037,2016,01,29,22.1,1,N
IDCJAC0011,66037,2016,01,30,19.7,1,N
IDCJAC0011,66037,2016,01,31,18.8,1,N
IDCJAC0011,66037,2016,02,01,20.6,1,N
IDCJAC0011,66037,2016,02,02,16.4,1,N
IDCJAC0011,66037,2016,02,03,19.9,1,N
IDCJAC0011,66037,2016,02,04,19.1,1,N
IDCJAC0011,66037,2016,02,05,19.8,1,N
IDCJAC0011,66037,2016,02,06,19.8,1,N
IDCJAC0011,66037,2016,02,07,20.4,1,N
IDCJAC0011,66037,2016,02,08,19.4,1,N
IDCJAC0011,66037,2016,02,09,21.5,1,N
IDCJAC0011,66037,2016,02,10,20.4,1,N
IDCJAC0011,66037,2016,02,11,20.4,1,N
IDCJAC0011,66037,2016,02,12,21.5,1,N
IDCJAC0011,66037,2016,02,13,22.4,1,N
IDCJAC0011,66037,2016,02,14,21.4,1,N
IDCJAC0011,66037,2016,02,15,22.4,1,N
IDCJAC0011,66037,2016,02,16,21.1,1,N
IDCJAC0011,66037,2016,02,17,18.9,1,N
IDCJAC0011,66037,2016,02,18,17.9,1,N
IDCJAC0011,66037,2016,02,19,21.5,1,N
IDCJAC0011,66037,2016,02,20,22.9,1,N
IDCJAC0011,66037,2016,02,21,20.6,1,N
IDCJAC0011,66037,2016,02,22,21.5,1,N
IDCJAC0011,66037,2016,02,23,22.3,1,N
IDCJAC0011,66037,2016,02,24,22.1,1,N
IDCJAC0011,66037,2016,02,25,22.5,1,N
IDCJAC0011,66037,2016,02,26,23.2,1,N
IDCJAC0011,66037,2016,02,27,22.2,1,N
IDCJAC0011,66037,2016,02,28,20.7,1,N
IDCJAC0011,66037,2016,02,29,21.0,1,N
IDCJAC0011,66037,2016,03,01,21.3,1,N
IDCJAC0011,66037,2016,03,02,20.9,1,N
IDCJAC0011,66037,2016,03,03,22.8,1,N
IDCJAC0011,66037,2016,03,04,23.4,1,N
IDCJAC0011,66037,2016,03,05,20.0,1,N
