Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066037,2025,01,01,21.7,1,N
IDCJAC0011,066037,2025,01,02,20.6,1,N
IDCJAC0011,066037,2025,01,03,18.4,1,N
IDCJAC0011,066037,2025,01,04,19.7,1,N
IDCJAC0011,066037,2025,01,05,20.2,1,N
IDCJAC0011,066037,2025,01,06,21.2,1,N
IDCJAC0011,066037,2025,01,07,19.0,1,N
IDCJAC0011,066037,2025,01,08,18.1,1,N
IDCJAC0011,066037,2025,01,09,16.5,1,N
IDCJAC0011,066037,2025,01,10,19.5,1,N
IDCJAC0011,066037,2025,01,11,18.9,1,N
IDCJAC0011,066037,2025,01,12,19.8,1,N
IDCJAC0011,066037,2025,01,13,21.1,1,N
IDCJAC0011,066037,2025,01,14,21.8,1,N
IDCJAC0011,066037,2025,01,15,22.1,1,N
IDCJAC0011,066037,2025,01,16,18.2,1,N
IDCJAC0011,066037,2025,01,17,,,
IDCJAC0011,066037,2025,01,18,17.0,1,N
IDCJAC0011,066037,2025,01,19,18.7,1,N
IDCJAC0011,066037,2025,01,20,15.3,1,N
IDCJAC0011,066037,2025,01,21,16.3,1,N
IDCJAC0011,066037,2025,01,22,20.3,1,N
IDCJAC0011,066037,2025,01,23,20.2,1,N
IDCJAC0011,066037,2025,01,24,18.8,1,N
IDCJAC0011,066037,2025,01,25,18.0,1,N
IDCJAC0011,066037,2025,01,26,20.0,1,N
IDCJAC0011,066037,2025,01,27,21.7,1,N
IDCJAC0011,066037,2025,01,28,21.4,1,N
IDCJAC0011,066037,2025,01,29,19.4,1,N
IDCJAC0011,066037,2025,01,30,19.3,1,N
IDCJAC0011,066037,2025,01,31,20.7,1,N
IDCJAC0011,066037,2025,02,01,21.0,1,N
IDCJAC0011,066037,2025,02,02,20.2,1,N
IDCJAC0011,066037,2025,02,03,21.0,1,N
IDCJAC0011,066037,2025,02,04,21.8,1,N
IDCJAC0011,066037,2025,02,05,22.8,1,N
IDCJAC0011,066037,2025,02,06,20.8,1,N
IDCJAC0011,066037,2025,02,07,21.8,1,N
IDCJAC0011,066037,2025,02,08,21.3,1,N
IDCJAC0011,066037,2025,02,09,,,
IDCJAC0011,066037,2025,02,10,21.6,1,N
IDCJAC0011,066037,2025,02,11,18.7,1,N
IDCJAC0011,066037,2025,02,12,20.1,1,N
IDCJAC0011,066037,2025,02,13,22.1,1,N
IDCJAC0011,066037,2025,02,14,22.7,1,Y
IDCJAC0011,066037,2025,02,15,19.9,1,N
IDCJAC0011,066037,2025,02,16,15.3,1,N
IDCJAC0011,066037,2025,02,17,14.3,1,N
IDCJAC0011,066037,2025,02,18,15.0,1,N
IDCJAC0011,066037,2025,02,19,18.1,1,N
IDCJAC0011,066037,2025,02,20,18.3,1,N
IDCJAC0011,066037,2025,02,21,18.6,1,N
IDCJAC0011,066037,2025,02,22,19.6,1,Y
IDCJAC0011,066037,2025,02,23,18.7,1,N
IDCJAC0011,066037,2025,02,24,21.4,1,N
IDCJAC0011,066037,2025,02,25,20.2,1,N
IDCJAC0011,066037,2025,02,26,19.2,1,N
IDCJAC0011,066037,2025,02,27,21.2,1,N
IDCJAC0011,066037,2025,02,28,22.1,1,N
IDCJAC0011,066037,2025,03,01,21.5,1,N
IDCJAC0011,066037,2025,03,02,21.0,1,N
IDCJAC0011,066037,2025,03,03,20.4,1,N
IDCJAC0011,066037,2025,03,04,19.6,1,N
IDCJAC0011,066037,2025,03,05,19.5,1,N
IDCJAC0011,066037,2025,03,06,20.8,1,N
IDCJAC0011,066037,2025,03,07,20.4,1,N
IDCJAC0011,066037,2025,03,08,20.9,1,N
IDCJAC0011,066037,2025,03,09,20.5,1,N
IDCJAC0011,066037,2025,03,10,20.4,1,N
IDCJAC0011,066037,2025,03,11,19.9,1,N
IDCJAC0011,066037,2025,03,12,18.6,1,N
IDCJAC0011,066037,2025,03,13,20.1,1,N
IDCJAC0011,066037,2025,03,14,20.0,1,N
IDCJAC0011,066037,2025,03,15,22.2,1,N
IDCJAC0011,066037,2025,03,16,23.0,1,N
IDCJAC0011,066037,2025,03,17,16.9,1,N
IDCJAC0011,066037,2025,03,18,15.4,1,N
IDCJAC0011,066037,2025,03,19,17.0,1,N
IDCJAC0011,066037,2025,03,20,21.2,1,N
IDCJAC0011,066037,2025,03,21,20.2,1,N
IDCJAC0011,066037,2025,03,22,,,
IDCJAC0011,066037,2025,03,23,,,
IDCJAC0011,066037,2025,03,24,,,
IDCJAC0011,066037,2025,03,25,20.7,1,N
IDCJAC0011,066037,2025,03,26,20.0,1,N
IDCJAC0011,066037,2025,03,27,18.7,1,N
IDCJAC0011,066037,2025,03,28,19.4,1,N
IDCJAC0011,066037,2025,03,29,18.2,1,N
IDCJAC0011,066037,2025,03,30,18.8,1,N
IDCJAC0011,066037,2025,03,31,,,
IDCJAC0011,066037,2025,04,01,17.2,1,N
IDCJAC0011,066037,2025,04,02,14.4,1,N
IDCJAC0011,066037,2025,04,03,14.8,1,N
IDCJAC0011,066037,2025,04,04,16.4,1,N
IDCJAC0011,066037,2025,04,05,16.8,1,N
IDCJAC0011,066037,2025,04,06,14.1,1,N
IDCJAC0011,066037,2025,04,07,16.0,1,N
IDCJAC0011,066037,2025,04,08,15.8,1,N
IDCJAC0011,066037,2025,04,09,16.6,1,N
IDCJAC0011,066037,2025,04,10,16.3,1,N
IDCJAC0011,066037,2025,04,11,16.7,1,N
IDCJAC0011,066037,2025,04,12,18.8,1,N
IDCJAC0011,066037,2025,04,13,17.8,1,N
IDCJAC0011,066037,2025,04,14,17.0,1,N
IDCJAC0011,066037,2025,04,15,17.6,1,N
IDCJAC0011,066037,2025,04,16,17.4,1,N
IDCJAC0011,066037,2025,04,17,15.8,1,N
IDCJAC0011,066037,2025,04,18,15.8,1,N
IDCJAC0011,066037,2025,04,19,15.2,1,N
IDCJAC0011,066037,2025,04,20,16.0,1,N
IDCJAC0011,066037,2025,04,21,19.9,1,N
