Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066194,2024,01,01,18.4,1,N
IDCJAC0011,066194,2024,01,02,18.9,1,N
IDCJAC0011,066194,2024,01,03,19.0,1,N
IDCJAC0011,066194,2024,01,04,19.2,1,N
IDCJAC0011,066194,2024,01,05,20.2,1,N
IDCJAC0011,066194,2024,01,06,15.1,1,N
IDCJAC0011,066194,2024,01,07,16.8,1,N
IDCJAC0011,066194,2024,01,08,20.7,1,N
IDCJAC0011,066194,2024,01,09,18.5,1,N
IDCJAC0011,066194,2024,01,10,21.1,1,N
IDCJAC0011,066194,2024,01,11,21.7,1,N
IDCJAC0011,066194,2024,01,12,22.0,1,N
IDCJAC0011,066194,2024,01,13,18.9,1,N
IDCJAC0011,066194,2024,01,14,20.7,1,N
IDCJAC0011,066194,2024,01,15,19.3,1,N
IDCJAC0011,066194,2024,01,16,18.1,1,N
IDCJAC0011,066194,2024,01,17,20.7,1,N
IDCJAC0011,066194,2024,01,18,20.6,1,N
IDCJAC0011,066194,2024,01,19,15.8,1,N
IDCJAC0011,066194,2024,01,20,21.4,1,Y
IDCJAC0011,066194,2024,01,21,18.9,1,N
IDCJAC0011,066194,2024,01,22,21.2,1,N
IDCJAC0011,066194,2024,01,23,18.9,1,N
IDCJAC0011,066194,2024,01,24,15.3,1,N
IDCJAC0011,066194,2024,01,25,23.4,1,N
IDCJAC0011,066194,2024,01,26,20.9,1,N
IDCJAC0011,066194,2024,01,27,19.9,1,N
IDCJAC0011,066194,2024,01,28,16.3,1,N
IDCJAC0011,066194,2024,01,29,20.0,1,N
IDCJAC0011,066194,2024,01,30,23.3,1,N
IDCJAC0011,066194,2024,01,31,21.5,1,N
IDCJAC0011,066194,2024,02,01,20.3,1,Y
IDCJAC0011,066194,2024,02,02,21.4,1,Y
IDCJAC0011,066194,2024,02,03,21.9,1,Y
IDCJAC0011,066194,2024,02,04,19.5,1,Y
IDCJAC0011,066194,2024,02,05,23.8,1,Y
IDCJAC0011,066194,2024,02,06,21.2,1,Y
IDCJAC0011,066194,2024,02,07,17.7,1,Y
IDCJAC0011,066194,2024,02,08,19.2,1,Y
IDCJAC0011,066194,2024,02,09,16.4,1,Y
IDCJAC0011,066194,2024,02,10,19.6,1,Y
IDCJAC0011,066194,2024,02,11,15.3,1,Y
IDCJAC0011,066194,2024,02,12,17.0,1,Y
IDCJAC0011,066194,2024,02,13,19.5,1,Y
IDCJAC0011,066194,2024,02,14,19.5,1,Y
IDCJAC0011,066194,2024,02,15,18.6,1,Y
IDCJAC0011,066194,2024,02,16,18.5,1,Y
IDCJAC0011,066194,2024,02,17,20.8,1,Y
IDCJAC0011,066194,2024,02,18,20.1,1,Y
IDCJAC0011,066194,2024,02,19,22.0,1,Y
IDCJAC0011,066194,2024,02,20,18.4,1,Y
IDCJAC0011,066194,2024,02,21,18.2,1,Y
IDCJAC0011,066194,2024,02,22,18.4,1,Y
IDCJAC0011,066194,2024,02,23,19.1,1,Y
IDCJAC0011,066194,2024,02,24,19.5,1,Y
IDCJAC0011,066194,2024,02,25,14.1,1,Y
IDCJAC0011,066194,2024,02,26,16.8,1,Y
IDCJAC0011,066194,2024,02,27,20.5,1,Y
IDCJAC0011,066194,2024,02,28,18.7,1,Y
IDCJAC0011,066194,2024,02,29,20.6,1,Y
IDCJAC0011,066194,2024,03,01,21.6,1,N
