Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066194,2026,01,01,17.0,1,N
IDCJAC0011,066194,2026,01,02,16.9,1,N
IDCJAC0011,066194,2026,01,03,17.3,1,N
IDCJAC0011,066194,2026,01,04,18.2,1,N
IDCJAC0011,066194,2026,01,05,15.6,1,N
IDCJAC0011,066194,2026,01,06,18.7,1,N
IDCJAC0011,066194,2026,01,07,18.2,1,N
IDCJAC0011,066194,2026,01,08,18.4,1,N
IDCJAC0011,066194,2026,01,09,17.8,1,N
IDCJAC0011,066194,2026,01,10,18.6,1,N
IDCJAC0011,066194,2026,01,11,20.5,1,N
IDCJAC0011,066194,2026,01,12,17.2,1,N
IDCJAC0011,066194,2026,01,13,16.0,1,N
IDCJAC0011,066194,2026,01,14,18.0,1,N
IDCJAC0011,066194,2026,01,15,19.8,1,N
IDCJAC0011,066194,2026,01,16,19.4,1,N
IDCJAC0011,066194,2026,01,17,19.8,1,N
IDCJAC0011,066194,2026,01,18,18.5,1,N
IDCJAC0011,066194,2026,01,19,17.1,1,N
IDCJAC0011,066194,2026,01,20,16.6,1,N
IDCJAC0011,066194,2026,01,21,13.9,1,N
IDCJAC0011,066194,2026,01,22,15.9,1,N
IDCJAC0011,066194,2026,01,23,17.0,1,N
IDCJAC0011,066194,2026,01,24,15.1,1,N
IDCJAC0011,066194,2026,01,25,16.9,1,N
IDCJAC0011,066194,2026,01,26,20.6,1,N
IDCJAC0011,066194,2026,01,27,17.2,1,N
IDCJAC0011,066194,2026,01,28,14.0,1,N
IDCJAC0011,066194,2026,01,29,19.0,1,N
IDCJAC0011,066194,2026,01,30,18.6,1,Y
IDCJAC0011,066194,2026,01,31,20.2,1,N
IDCJAC0011,066194,2026,02,01,22.6,1,Y
IDCJAC0011,066194,2026,02,02,17.0,1,Y
IDCJAC0011,066194,2026,02,03,15.8,1,Y
IDCJAC0011,066194,2026,02,04,15.2,1,Y
IDCJAC0011,066194,2026,02,05,17.9,1,Y
IDCJAC0011,066194,2026,02,06,19.9,1,Y
IDCJAC0011,066194,2026,02,07,20.0,1,Y
IDCJAC0011,066194,2026,02,08,22.8,1,Y
IDCJAC0011,066194,2026,02,09,20.5,1,Y
IDCJAC0011,066194,2026,02,10,19.2,1,Y
IDCJAC0011,066194,2026,02,11,18.7,1,Y
IDCJAC0011,066194,2026,02,12,21.9,1,Y
IDCJAC0011,066194,2026,02,13,18.0,1,Y
IDCJAC0011,066194,2026,02,14,17.8,1,Y
IDCJAC0011,066194,2026,02,15,17.3,1,Y
IDCJAC0011,066194,2026,02,16,15.7,1,Y
IDCJAC0011,066194,2026,02,17,15.5,1,Y
IDCJAC0011,066194,2026,02,18,17.4,1,Y
IDCJAC0011,066194,2026,02,19,20.2,1,Y
IDCJAC0011,066194,2026,02,20,21.2,1,Y
IDCJAC0011,066194,2026,02,21,20.2,1,Y
IDCJAC0011,066194,2026,02,22,20.2,1,Y
IDCJAC0011,066194,2026,02,23,23.2,1,Y
IDCJAC0011,066194,2026,02,24,20.0,1,Y
IDCJAC0011,066194,2026,02,25,19.1,1,Y
IDCJAC0011,066194,2026,02,26,19.4,1,Y
IDCJAC0011,066194,2026,02,27,19.9,1,Y
IDCJAC0011,066194,2026,02,28,20.2,1,Y
IDCJAC0011,066194,2026,03,01,20.0,1,N
IDCJAC0011,066194,2026,03,02,20.3,1,N
IDCJAC0011,066194,2026,03,03,20.6,1,N
IDCJAC0011,066194,2026,03,04,20.9,1,N
IDCJAC0011,066194,2026,03,05,20.8,1,N
IDCJAC0011,066194,2026,03,06,20.1,1,N
IDCJAC0011,066194,2026,03,07,23.6,1,N
IDCJAC0011,066194,2026,03,08,19.5,1,N
IDCJAC0011,066194,2026,03,09,18.7,1,N
IDCJAC0011,066194,2026,03,10,19.1,1,N
IDCJAC0011,066194,2026,03,11,16.8,1,N
IDCJAC0011,066194,2026,03,12,18.9,1,Y
IDCJAC0011,066194,2026,03,13,17.7,1,N
IDCJAC0011,066194,2026,03,14,15.7,1,N
IDCJAC0011,066194,2026,03,15,13.0,1,N
IDCJAC0011,066194,2026,03,16,15.4,1,N
IDCJAC0011,066194,2026,03,17,18.5,1,N
IDCJAC0011,066194,2026,03,18,20.5,1,N
IDCJAC0011,066194,2026,03,19,20.1,1,N
IDCJAC0011,066194,2026,03,20,17.3,1,N
IDCJAC0011,066194,2026,03,21,18.3,1,N
IDCJAC0011,066194,2026,03,22,16.7,1,N
IDCJAC0011,066194,2026,03,23,18.1,1,N
IDCJAC0011,066194,2026,03,24,18.2,1,N
IDCJAC0011,066194,2026,03,25,17.1,1,N
IDCJAC0011,066194,2026,03,26,17.2,1,N
IDCJAC0011,066194,2026,03,27,12.2,1,N
IDCJAC0011,066194,2026,03,28,12.5,1,N
IDCJAC0011,066194,2026,03,29,12.4,1,N
IDCJAC0011,066194,2026,03,30,14.4,1,N
IDCJAC0011,066194,2026,03,31,12.8,1,N
IDCJAC0011,066194,2026,04,01,13.8,1,Y
IDCJAC0011,066194,2026,04,02,14.2,1,N
IDCJAC0011,066194,2026,04,03,15.1,1,N
IDCJAC0011,066194,2026,04,04,17.8,1,N
IDCJAC0011,066194,2026,04,05,15.8,1,N
IDCJAC0011,066194,2026,04,06,12.8,1,N
IDCJAC0011,066194,2026,04,07,12.3,1,N
IDCJAC0011,066194,2026,04,08,14.3,1,N
IDCJAC0011,066194,2026,04,09,16.2,1,N
IDCJAC0011,066194,2026,04,10,16.6,1,N
IDCJAC0011,066194,2026,04,11,14.8,1,N
IDCJAC0011,066194,2026,04,12,7.8,1,N
IDCJAC0011,066194,2026,04,13,9.9,1,N
IDCJAC0011,066194,2026,04,14,9.9,1,N
IDCJAC0011,066194,2026,04,15,8.9,1,N
IDCJAC0011,066194,2026,04,16,11.7,1,N
IDCJAC0011,066194,2026,04,17,9.9,1,N
IDCJAC0011,066194,2026,04,18,9.6,1,N
IDCJAC0011,066194,2026,04,19,8.3,1,N
IDCJAC0011,066194,2026,04,20,10.5,1,N
IDCJAC0011,066194,2026,04,21,14.3,1,N
IDCJAC0011,066194,2026,04,22,13.7,1,N
IDCJAC0011,066194,2026,04,23,10.3,1,N
IDCJAC0011,066194,2026,04,24,10.9,1,N
IDCJAC0011,066194,2026,04,25,11.8,1,N
IDCJAC0011,066194,2026,04,26,9.9,1,N
IDCJAC0011,066194,2026,04,27,9.2,1,N
IDCJAC0011,066194,2026,04,28,10.4,1,N
IDCJAC0011,066194,2026,04,29,10.0,1,N
