Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66037,2018,01,01,20.8,1,N
IDCJAC0011,66037,2018,01,02,20.7,1,N
IDCJAC0011,66037,2018,01,03,20.0,1,N
IDCJAC0011,66037,2018,01,04,17.4,1,N
IDCJAC0011,66037,2018,01,05,17.4,1,N
IDCJAC0011,66037,2018,01,06,20.8,1,N
IDCJAC0011,66037,2018,01,07,22.7,1,N
IDCJAC0011,66037,2018,01,08,21.9,1,N
IDCJAC0011,66037,2018,01,09,21.8,1,N
IDCJAC0011,66037,2018,01,10,19.1,1,N
IDCJAC0011,66037,2018,01,11,19.2,1,N
IDCJAC0011,66037,2018,01,12,21.4,1,N
IDCJAC0011,66037,2018,01,13,22.7,1,N
IDCJAC0011,66037,2018,01,14,14.9,1,N
IDCJAC0011,66037,2018,01,15,16.4,1,N
IDCJAC0011,66037,2018,01,16,18.2,1,N
IDCJAC0011,66037,2018,01,17,17.1,1,N
IDCJAC0011,66037,2018,01,18,15.4,1,N
IDCJAC0011,66037,2018,01,19,17.7,1,N
IDCJAC0011,66037,2018,01,20,18.5,1,N
IDCJAC0011,66037,2018,01,21,19.9,1,N
IDCJAC0011,66037,2018,01,22,21.5,1,N
IDCJAC0011,66037,2018,01,23,22.3,1,N
IDCJAC0011,66037,2018,01,24,21.0,1,N
IDCJAC0011,66037,2018,01,25,22.4,1,N
IDCJAC0011,66037,2018,01,26,23.4,1,N
IDCJAC0011,66037,2018,01,27,23.6,1,N
IDCJAC0011,66037,2018,01,28,23.8,1,N
IDCJAC0011,66037,2018,01,29,22.8,1,N
IDCJAC0011,66037,2018,01,30,21.6,1,N
IDCJAC0011,66037,2018,01,31,17.9,1,N
IDCJAC0011,66037,2018,02,01,16.9,1,N
IDCJAC0011,66037,2018,02,02,15.5,1,N
IDCJAC0011,66037,2018,02,03,16.4,1,N
IDCJAC0011,66037,2018,02,04,17.2,1,N
IDCJAC0011,66037,2018,02,05,17.0,1,N
IDCJAC0011,66037,2018,02,06,19.4,1,N
IDCJAC0011,66037,2018,02,07,21.2,1,N
IDCJAC0011,66037,2018,02,08,20.3,1,N
IDCJAC0011,66037,2018,02,09,21.3,1,N
IDCJAC0011,66037,2018,02,10,21.6,1,N
IDCJAC0011,66037,2018,02,11,22.1,1,N
IDCJAC0011,66037,2018,02,12,21.1,1,N
IDCJAC0011,66037,2018,02,13,22.3,1,N
IDCJAC0011,66037,2018,02,14,22.9,1,N
IDCJAC0011,66037,2018,02,15,21.0,1,N
IDCJAC0011,66037,2018,02,16,19.9,1,N
IDCJAC0011,66037,2018,02,17,21.4,1,N
IDCJAC0011,66037,2018,02,18,22.6,1,N
IDCJAC0011,66037,2018,02,19,22.7,1,N
IDCJAC0011,66037,2018,02,20,20.0,1,N
IDCJAC0011,66037,2018,02,21,17.9,1,N
IDCJAC0011,66037,2018,02,22,19.2,1,N
IDCJAC0011,66037,2018,02,23,19.2,1,N
IDCJAC0011,66037,2018,02,24,21.2,1,N
IDCJAC0011,66037,2018,02,25,20.9,1,N
IDCJAC0011,66037,2018,02,26,17.0,1,N
IDCJAC0011,66037,2018,02,27,17.4,1,N
IDCJAC0011,66037,2018,02,28,17.0,1,N
IDCJAC0011,66037,2018,03,01,21.0,1,N
IDCJAC0011,66037,2018,03,02,18.6,1,N
IDCJAC0011,66037,2018,03,03,20.3,1,N
IDCJAC0011,66037,2018,03,04,22.0,1,N
IDCJAC0011,66037,2018,03,05,20.7,1,N
IDCJAC0011,66037,2018,03,06,18.6,1,N
IDCJAC0011,66037,2018,03,07,18.7,1,N
IDCJAC0011,66037,2018,03,08,18.3,1,N
IDCJAC0011,66037,2018,03,09,19.7,1,N
IDCJAC0011,66037,2018,03,10,18.5,1,N
IDCJAC0011,66037,2018,03,11,18.4,1,N
IDCJAC0011,66037,2018,03,12,17.8,1,N
IDCJAC0011,66037,2018,03,13,19.1,1,N
IDCJAC0011,66037,2018,03,14,18.4,1,N
IDCJAC0011,66037,2018,03,15,20.5,1,N
IDCJAC0011,66037,2018,03,16,20.9,1,N
IDCJAC0011,66037,2018,03,17,21.2,1,Y
IDCJAC0011,66037,2018,03,18,20.7,1,N
IDCJAC0011,66037,2018,03,19,21.0,1,N
IDCJAC0011,66037,2018,03,20,20.1,1,N
IDCJAC0011,66037,2018,03,21,18.0,1,N
IDCJAC0011,66037,2018,03,22,17.9,1,N
IDCJAC0011,66037,2018,03,23,17.2,1,N
IDCJAC0011,66037,2018,03,24,17.4,1,N
IDCJAC0011,66037,2018,03,25,19.9,1,N
IDCJAC0011,66037,2018,03,26,19.0,1,N
IDCJAC0011,66037,2018,03,27,14.0,1,N
IDCJAC0011,66037,2018,03,28,16.9,1,N
IDCJAC0011,66037,2018,03,29,19.4,1,N
IDCJAC0011,66037,2018,03,30,20.3,1,N
IDCJAC0011,66037,2018,03,31,20.3,1,N
IDCJAC0011,66037,2018,04,01,19.1,1,N
IDCJAC0011,66037,2018,04,02,20.3,1,N
IDCJAC0011,66037,2018,04,03,20.2,1,N
IDCJAC0011,66037,2018,04,04,20.5,1,N
IDCJAC0011,66037,2018,04,05,18.8,1,N
IDCJAC0011,66037,2018,04,06,19.1,1,N
IDCJAC0011,66037,2018,04,07,19.5,1,N
IDCJAC0011,66037,2018,04,08,19.8,1,N
IDCJAC0011,66037,2018,04,09,19.5,1,N
IDCJAC0011,66037,2018,04,10,19.2,1,N
IDCJAC0011,66037,2018,04,11,20.1,1,N
IDCJAC0011,66037,2018,04,12,19.6,1,N
IDCJAC0011,66037,2018,04,13,23.0,1,N
IDCJAC0011,66037,2018,04,14,23.1,1,N
IDCJAC0011,66037,2018,04,15,18.2,1,N
IDCJAC0011,66037,2018,04,16,18.1,1,N
IDCJAC0011,66037,2018,04,17,18.0,1,N
IDCJAC0011,66037,2018,04,18,17.8,1,N
IDCJAC0011,66037,2018,04,19,15.5,1,N
IDCJAC0011,66037,2018,04,20,16.6,1,N
IDCJAC0011,66037,2018,04,21,16.8,1,N
IDCJAC0011,66037,2018,04,22,15.3,1,N
IDCJAC0011,66037,2018,04,23,15.2,1,N
IDCJAC0011,66037,2018,04,24,15.9,1,N
IDCJAC0011,66037,2018,04,25,14.6,1,N
IDCJAC0011,66037,2018,04,26,16.8,1,N
IDCJAC0011,66037,2018,04,27,17.1,1,N
IDCJAC0011,66037,2018,04,28,14.7,1,N
IDCJAC0011,66037,2018,04,29,15.2,1,N
IDCJAC0011,66037,2018,04,30,11.9,1,N
IDCJAC0011,66037,2018,05,01,12.3,1,N
IDCJAC0011,66037,2018,05,02,14.0,1,N
IDCJAC0011,66037,2018,05,03,13.7,1,N
