Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66037,2019,01,01,21.8,1,N
IDCJAC0011,66037,2019,01,02,19.8,1,N
IDCJAC0011,66037,2019,01,03,21.3,1,N
IDCJAC0011,66037,2019,01,04,20.6,1,N
IDCJAC0011,66037,2019,01,05,22.2,1,N
IDCJAC0011,66037,2019,01,06,18.0,1,N
IDCJAC0011,66037,2019,01,07,18.4,1,N
IDCJAC0011,66037,2019,01,08,20.1,1,N
IDCJAC0011,66037,2019,01,09,20.5,1,N
IDCJAC0011,66037,2019,01,10,20.2,1,N
IDCJAC0011,66037,2019,01,11,19.9,1,N
IDCJAC0011,66037,2019,01,12,20.8,1,N
IDCJAC0011,66037,2019,01,13,21.4,1,N
IDCJAC0011,66037,2019,01,14,20.8,1,N
IDCJAC0011,66037,2019,01,15,22.8,1,N
IDCJAC0011,66037,2019,01,16,21.4,1,N
IDCJAC0011,66037,2019,01,17,22.6,1,N
IDCJAC0011,66037,2019,01,18,22.8,1,N
IDCJAC0011,66037,2019,01,19,23.0,1,N
IDCJAC0011,66037,2019,01,20,20.6,1,N
IDCJAC0011,66037,2019,01,21,21.5,1,N
IDCJAC0011,66037,2019,01,22,21.9,1,N
IDCJAC0011,66037,2019,01,23,22.3,1,N
IDCJAC0011,66037,2019,01,24,21.5,1,N
IDCJAC0011,66037,2019,01,25,21.8,1,N
IDCJAC0011,66037,2019,01,26,23.1,1,N
IDCJAC0011,66037,2019,01,27,22.5,1,N
IDCJAC0011,66037,2019,01,28,22.3,1,N
IDCJAC0011,66037,2019,01,29,22.8,1,N
IDCJAC0011,66037,2019,01,30,22.5,1,N
IDCJAC0011,66037,2019,01,31,23.1,1,N
IDCJAC0011,66037,2019,02,01,18.0,1,N
IDCJAC0011,66037,2019,02,02,18.0,1,N
IDCJAC0011,66037,2019,02,03,21.0,1,N
IDCJAC0011,66037,2019,02,04,21.9,1,N
IDCJAC0011,66037,2019,02,05,22.3,1,N
IDCJAC0011,66037,2019,02,06,22.3,1,N
IDCJAC0011,66037,2019,02,07,23.6,1,
IDCJAC0011,66037,2019,02,08,22.7,1,N
IDCJAC0011,66037,2019,02,09,20.1,1,N
IDCJAC0011,66037,2019,02,10,17.1,1,N
IDCJAC0011,66037,2019,02,11,17.2,1,N
IDCJAC0011,66037,2019,02,12,20.5,1,N
IDCJAC0011,66037,2019,02,13,18.6,1,N
IDCJAC0011,66037,2019,02,14,17.5,1,N
IDCJAC0011,66037,2019,02,15,19.2,1,N
IDCJAC0011,66037,2019,02,16,19.9,1,N
IDCJAC0011,66037,2019,02,17,20.1,1,N
IDCJAC0011,66037,2019,02,18,21.0,1,Y
IDCJAC0011,66037,2019,02,19,,,
IDCJAC0011,66037,2019,02,20,18.4,1,N
IDCJAC0011,66037,2019,02,21,19.2,1,N
IDCJAC0011,66037,2019,02,22,18.4,1,N
IDCJAC0011,66037,2019,02,23,18.1,1,N
IDCJAC0011,66037,2019,02,24,17.2,1,N
IDCJAC0011,66037,2019,02,25,18.4,1,N
IDCJAC0011,66037,2019,02,26,17.5,1,N
IDCJAC0011,66037,2019,02,27,19.2,1,N
IDCJAC0011,66037,2019,02,28,20.6,1,N
IDCJAC0011,66037,2019,03,01,21.6,1,Y
IDCJAC0011,66037,2019,03,02,21.2,1,N
IDCJAC0011,66037,2019,03,03,20.8,1,N
IDCJAC0011,66037,2019,03,04,22.4,1,N
IDCJAC0011,66037,2019,03,05,22.4,1,N
IDCJAC0011,66037,2019,03,06,21.3,1,N
IDCJAC0011,66037,2019,03,07,17.6,1,N
IDCJAC0011,66037,2019,03,08,18.1,1,N
IDCJAC0011,66037,2019,03,09,20.7,1,N
IDCJAC0011,66037,2019,03,10,19.5,1,N
IDCJAC0011,66037,2019,03,11,22.0,1,N
IDCJAC0011,66037,2019,03,12,22.1,1,N
IDCJAC0011,66037,2019,03,13,18.8,1,N
IDCJAC0011,66037,2019,03,14,19.7,1,N
IDCJAC0011,66037,2019,03,15,17.5,1,N
IDCJAC0011,66037,2019,03,16,18.2,1,N
IDCJAC0011,66037,2019,03,17,18.6,1,N
IDCJAC0011,66037,2019,03,18,17.4,1,N
IDCJAC0011,66037,2019,03,19,18.6,1,N
IDCJAC0011,66037,2019,03,20,19.0,1,N
IDCJAC0011,66037,2019,03,21,19.4,1,N
IDCJAC0011,66037,2019,03,22,19.7,1,N
IDCJAC0011,66037,2019,03,23,18.0,1,N
IDCJAC0011,66037,2019,03,24,20.6,1,N
IDCJAC0011,66037,2019,03,25,20.7,1,N
IDCJAC0011,66037,2019,03,26,17.7,1,N
IDCJAC0011,66037,2019,03,27,14.5,1,N
IDCJAC0011,66037,2019,03,28,17.6,1,N
IDCJAC0011,66037,2019,03,29,18.5,1,N
IDCJAC0011,66037,2019,03,30,17.7,1,N
IDCJAC0011,66037,2019,03,31,11.5,1,N
IDCJAC0011,66037,2019,04,01,12.9,1,N
IDCJAC0011,66037,2019,04,02,16.5,1,N
IDCJAC0011,66037,2019,04,03,15.5,1,N
IDCJAC0011,66037,2019,04,04,17.2,1,N
IDCJAC0011,66037,2019,04,05,17.6,1,N
IDCJAC0011,66037,2019,04,06,16.9,1,N
IDCJAC0011,66037,2019,04,07,18.3,1,N
IDCJAC0011,66037,2019,04,08,17.7,1,N
IDCJAC0011,66037,2019,04,09,19.5,1,N
IDCJAC0011,66037,2019,04,10,14.5,1,N
IDCJAC0011,66037,2019,04,11,11.7,1,N
IDCJAC0011,66037,2019,04,12,14.1,1,N
IDCJAC0011,66037,2019,04,13,14.5,1,N
IDCJAC0011,66037,2019,04,14,16.6,1,N
IDCJAC0011,66037,2019,04,15,14.4,1,N
IDCJAC0011,66037,2019,04,16,14.3,1,N
IDCJAC0011,66037,2019,04,17,15.4,1,N
IDCJAC0011,66037,2019,04,18,15.8,1,N
IDCJAC0011,66037,2019,04,19,17.6,1,N
IDCJAC0011,66037,2019,04,20,16.6,1,N
IDCJAC0011,66037,2019,04,21,17.7,1,N
IDCJAC0011,66037,2019,04,22,18.2,1,N
IDCJAC0011,66037,2019,04,23,19.0,1,N
IDCJAC0011,66037,2019,04,24,17.1,1,N
IDCJAC0011,66037,2019,04,25,16.4,1,N
IDCJAC0011,66037,2019,04,26,17.6,1,N
IDCJAC0011,66037,2019,04,27,14.2,1,N
IDCJAC0011,66037,2019,04,28,9.9,1,N
IDCJAC0011,66037,2019,04,29,12.1,1,N
IDCJAC0011,66037,2019,04,30,15.2,1,N
IDCJAC0011,66037,2019,05,01,18.0,1,N
IDCJAC0011,66037,2019,05,02,19.2,1,N
IDCJAC0011,66037,2019,05,03,19.3,1,N
IDCJAC0011,66037,2019,05,04,16.9,1,N
IDCJAC0011,66037,2019,05,05,11.7,1,N
IDCJAC0011,66037,2019,05,06,12.4,1,N
IDCJAC0011,66037,2019,05,07,9.7,1,N
IDCJAC0011,66037,2019,05,08,11.2,1,N
IDCJAC0011,66037,2019,05,09,9.6,1,N
IDCJAC0011,66037,2019,05,10,11.5,1,N
IDCJAC0011,66037,2019,05,11,10.1,1,N
IDCJAC0011,66037,2019,05,12,10.6,1,N
IDCJAC0011,66037,2019,05,13,10.3,1,N
IDCJAC0011,66037,2019,05,14,13.2,1,N
IDCJAC0011,66037,2019,05,15,11.4,1,N
IDCJAC0011,66037,2019,05,16,12.7,1,N
IDCJAC0011,66037,2019,05,17,12.1,1,N
IDCJAC0011,66037,2019,05,18,12.3,1,N
IDCJAC0011,66037,2019,05,19,14.0,1,N
IDCJAC0011,66037,2019,05,20,13.5,1,N
IDCJAC0011,66037,2019,05,21,13.3,1,N
IDCJAC0011,66037,2019,05,22,14.7,1,N
IDCJAC0011,66037,2019,05,23,14.5,1,N
IDCJAC0011,66037,2019,05,24,13.8,1,N
IDCJAC0011,66037,2019,05,25,12.8,1,N
IDCJAC0011,66037,2019,05,26,13.8,1,N
IDCJAC0011,66037,2019,05,27,10.6,1,N
IDCJAC0011,66037,2019,05,28,9.4,1,N
IDCJAC0011,66037,2019,05,29,12.0,1,N
IDCJAC0011,66037,2019,05,30,8.3,1,N
IDCJAC0011,66037,2019,05,31,7.3,1,N
IDCJAC0011,66037,2019,06,01,9.5,1,N
IDCJAC0011,66037,2019,06,02,10.2,1,N
IDCJAC0011,66037,2019,06,03,12.4,1,N
IDCJAC0011,66037,2019,06,04,7.2,1,N
IDCJAC0011,66037,2019,06,05,9.3,1,N
IDCJAC0011,66037,2019,06,06,6.6,1,N
IDCJAC0011,66037,2019,06,07,10.6,1,N
IDCJAC0011,66037,2019,06,08,10.4,1,N
IDCJAC0011,66037,2019,06,09,10.3,1,N
IDCJAC0011,66037,2019,06,10,11.1,1,N
IDCJAC0011,66037,2019,06,11,11.6,1,N
IDCJAC0011,66037,2019,06,12,11.0,1,N
IDCJAC0011,66037,2019,06,13,14.1,1,N
IDCJAC0011,66037,2019,06,14,10.5,1,N
IDCJAC0011,66037,2019,06,15,8.3,1,N
IDCJAC0011,66037,2019,06,16,11.9,1,N
IDCJAC0011,66037,2019,06,17,11.6,1,N
