Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,066194,2021,01,01,17.8,1,Y
IDCJAC0011,066194,2021,01,02,16.7,1,Y
IDCJAC0011,066194,2021,01,03,17.3,1,Y
IDCJAC0011,066194,2021,01,04,18.0,1,Y
IDCJAC0011,066194,2021,01,05,17.6,1,Y
IDCJAC0011,066194,2021,01,06,19.5,1,Y
IDCJAC0011,066194,2021,01,07,18.2,1,Y
IDCJAC0011,066194,2021,01,08,17.2,1,Y
IDCJAC0011,066194,2021,01,09,13.9,1,Y
IDCJAC0011,066194,2021,01,10,14.2,1,Y
IDCJAC0011,066194,2021,01,11,15.6,1,Y
IDCJAC0011,066194,2021,01,12,16.0,1,Y
IDCJAC0011,066194,2021,01,13,18.2,1,Y
IDCJAC0011,066194,2021,01,14,20.2,1,Y
IDCJAC0011,066194,2021,01,15,20.5,1,Y
IDCJAC0011,066194,2021,01,16,17.2,1,Y
IDCJAC0011,066194,2021,01,17,12.0,1,Y
IDCJAC0011,066194,2021,01,18,15.8,1,Y
IDCJAC0011,066194,2021,01,19,18.7,1,Y
IDCJAC0011,066194,2021,01,20,16.6,1,Y
IDCJAC0011,066194,2021,01,21,11.8,1,Y
IDCJAC0011,066194,2021,01,22,15.8,1,Y
IDCJAC0011,066194,2021,01,23,20.6,1,Y
IDCJAC0011,066194,2021,01,24,20.5,1,Y
IDCJAC0011,066194,2021,01,25,21.1,1,Y
IDCJAC0011,066194,2021,01,26,19.8,1,Y
IDCJAC0011,066194,2021,01,27,21.2,1,Y
IDCJAC0011,066194,2021,01,28,18.6,1,Y
IDCJAC0011,066194,2021,01,29,18.4,1,Y
IDCJAC0011,066194,2021,01,30,19.8,1,Y
IDCJAC0011,066194,2021,01,31,21.4,1,Y
IDCJAC0011,066194,2021,02,01,20.9,1,Y
IDCJAC0011,066194,2021,02,02,17.4,1,Y
IDCJAC0011,066194,2021,02,03,16.8,1,Y
IDCJAC0011,066194,2021,02,04,15.4,1,Y
IDCJAC0011,066194,2021,02,05,18.4,1,Y
IDCJAC0011,066194,2021,02,06,21.8,1,Y
IDCJAC0011,066194,2021,02,07,17.3,1,Y
IDCJAC0011,066194,2021,02,08,19.6,1,Y
IDCJAC0011,066194,2021,02,09,17.6,1,Y
