Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066194,2021,01,01,21.5,1,Y
IDCJAC0010,066194,2021,01,02,22.5,1,Y
IDCJAC0010,066194,2021,01,03,26.3,1,Y
IDCJAC0010,066194,2021,01,04,28.2,1,Y
IDCJAC0010,066194,2021,01,05,28.6,1,Y
IDCJAC0010,066194,2021,01,06,24.1,1,Y
IDCJAC0010,066194,2021,01,07,22.5,1,Y
IDCJAC0010,066194,2021,01,08,22.1,1,Y
IDCJAC0010,066194,2021,01,09,24.3,1,Y
IDCJAC0010,066194,2021,01,10,27.4,1,Y
IDCJAC0010,066194,2021,01,11,27.6,1,Y
IDCJAC0010,066194,2021,01,12,30.3,1,Y
IDCJAC0010,066194,2021,01,13,29.2,1,Y
IDCJAC0010,066194,2021,01,14,33.4,1,Y
IDCJAC0010,066194,2021,01,15,28.7,1,Y
IDCJAC0010,066194,2021,01,16,26.0,1,Y
IDCJAC0010,066194,2021,01,17,25.0,1,Y
IDCJAC0010,066194,2021,01,18,29.6,1,Y
IDCJAC0010,066194,2021,01,19,23.7,1,Y
IDCJAC0010,066194,2021,01,20,22.8,1,Y
IDCJAC0010,066194,2021,01,21,27.0,1,Y
IDCJAC0010,066194,2021,01,22,34.6,1,Y
IDCJAC0010,066194,2021,01,23,32.1,1,Y
IDCJAC0010,066194,2021,01,24,35.4,1,Y
IDCJAC0010,066194,2021,01,25,32.5,1,Y
IDCJAC0010,066194,2021,01,26,39.5,1,Y
IDCJAC0010,066194,2021,01,27,23.3,1,Y
IDCJAC0010,066194,2021,01,28,22.5,1,Y
IDCJAC0010,066194,2021,01,29,23.1,1,Y
IDCJAC0010,066194,2021,01,30,30.5,1,Y
IDCJAC0010,066194,2021,01,31,23.0,1,Y
IDCJAC0010,066194,2021,02,01,27.5,1,Y
IDCJAC0010,066194,2021,02,02,23.9,1,Y
IDCJAC0010,066194,2021,02,03,24.0,1,Y
IDCJAC0010,066194,2021,02,04,28.3,1,Y
IDCJAC0010,066194,2021,02,05,28.2,1,Y
IDCJAC0010,066194,2021,02,06,25.4,1,Y
IDCJAC0010,066194,2021,02,07,26.6,1,Y
IDCJAC0010,066194,2021,02,08,23.1,1,Y
IDCJAC0010,066194,2021,02,09,24.5,1,Y
IDCJAC0010,066194,2021,02,10,24.9,1,Y
IDCJAC0010,066194,2021,02,11,27.6,1,Y
IDCJAC0010,066194,2021,02,12,33.9,1,Y
IDCJAC0010,066194,2021,02,13,20.7,1,Y
IDCJAC0010,066194,2021,02,14,23.8,1,Y
IDCJAC0010,066194,2021,02,15,23.4,1,Y
IDCJAC0010,066194,2021,02,16,25.8,1,Y
IDCJAC0010,066194,2021,02,17,24.9,1,Y
IDCJAC0010,066194,2021,02,18,24.8,1,Y
IDCJAC0010,066194,2021,02,19,27.6,1,Y
IDCJAC0010,066194,2021,02,20,28.6,1,Y
IDCJAC0010,066194,2021,02,21,27.2,1,Y
IDCJAC0010,066194,2021,02,22,27.9,1,Y
IDCJAC0010,066194,2021,02,23,21.0,1,Y
IDCJAC0010,066194,2021,02,24,22.7,1,Y
IDCJAC0010,066194,2021,02,25,23.8,1,Y
IDCJAC0010,066194,2021,02,26,25.9,1,Y
IDCJAC0010,066194,2021,02,27,23.5,1,Y
IDCJAC0010,066194,2021,02,28,26.3,1,Y
IDCJAC0010,066194,2021,03,01,30.8,1,N
IDCJAC0010,066194,2021,03,02,23.2,1,N
IDCJAC0010,066194,2021,03,03,22.4,1,N
IDCJAC0010,066194,2021,03,04,28.8,1,N
IDCJAC0010,066194,2021,03,05,24.4,1,N
IDCJAC0010,066194,2021,03,06,23.2,1,N
IDCJAC0010,066194,2021,03,07,25.8,1,N
IDCJAC0010,066194,2021,03,08,31.1,1,N
IDCJAC0010,066194,2021,03,09,27.9,1,N
IDCJAC0010,066194,2021,03,10,25.7,1,N
IDCJAC0010,066194,2021,03,11,26.3,1,N
IDCJAC0010,066194,2021,03,12,27.7,1,N
IDCJAC0010,066194,2021,03,13,30.7,1,Y
IDCJAC0010,066194,2021,03,14,19.1,1,N
IDCJAC0010,066194,2021,03,15,22.1,1,N
IDCJAC0010,066194,2021,03,16,21.6,1,N
IDCJAC0010,066194,2021,03,17,22.7,1,N
IDCJAC0010,066194,2021,03,18,21.7,1,N
IDCJAC0010,066194,2021,03,19,23.8,1,N
IDCJAC0010,066194,2021,03,20,22.1,1,N
IDCJAC0010,066194,2021,03,21,20.6,1,N
IDCJAC0010,066194,2021,03,22,20.3,1,N
IDCJAC0010,066194,2021,03,23,21.0,1,N
IDCJAC0010,066194,2021,03,24,29.1,1,N
IDCJAC0010,066194,2021,03,25,27.7,1,N
IDCJAC0010,066194,2021,03,26,23.5,1,N
IDCJAC0010,066194,2021,03,27,27.2,1,N
IDCJAC0010,066194,2021,03,28,24.5,1,N
IDCJAC0010,066194,2021,03,29,25.8,1,N
IDCJAC0010,066194,2021,03,30,22.0,1,N
IDCJAC0010,066194,2021,03,31,23.2,1,N
IDCJAC0010,066194,2021,04,01,24.5,1,Y
IDCJAC0010,066194,2021,04,02,26.0,1,N
IDCJAC0010,066194,2021,04,03,26.5,1,N
IDCJAC0010,066194,2021,04,04,29.1,1,N
IDCJAC0010,066194,2021,04,05,26.7,1,N
IDCJAC0010,066194,2021,04,06,26.0,1,N
IDCJAC0010,066194,2021,04,07,24.3,1,N
IDCJAC0010,066194,2021,04,08,25.4,1,N
IDCJAC0010,066194,2021,04,09,28.5,1,N
IDCJAC0010,066194,2021,04,10,23.4,1,N
IDCJAC0010,066194,2021,04,11,18.7,1,N
IDCJAC0010,066194,2021,04,12,19.1,1,N
IDCJAC0010,066194,2021,04,13,22.6,1,N
IDCJAC0010,066194,2021,04,14,27.9,1,N
IDCJAC0010,066194,2021,04,15,25.8,1,N
IDCJAC0010,066194,2021,04,16,21.4,1,N
IDCJAC0010,066194,2021,04,17,19.6,1,N
IDCJAC0010,066194,2021,04,18,22.5,1,N
IDCJAC0010,066194,2021,04,19,24.1,1,N
IDCJAC0010,066194,2021,04,20,22.7,1,N
IDCJAC0010,066194,2021,04,21,20.5,1,N
IDCJAC0010,066194,2021,04,22,19.8,1,N
IDCJAC0010,066194,2021,04,23,21.8,1,N
IDCJAC0010,066194,2021,04,24,22.7,1,N
IDCJAC0010,066194,2021,04,25,21.6,1,N
IDCJAC0010,066194,2021,04,26,22.9,1,N
IDCJAC0010,066194,2021,04,27,23.2,1,N
IDCJAC0010,066194,2021,04,28,22.4,1,N
IDCJAC0010,066194,2021,04,29,23.1,1,N
IDCJAC0010,066194,2021,04,30,22.8,1,N
IDCJAC0010,066194,2021,05,01,23.5,1,N
IDCJAC0010,066194,2021,05,02,23.9,1,N
IDCJAC0010,066194,2021,05,03,25.1,1,N
IDCJAC0010,066194,2021,05,04,16.1,1,N
IDCJAC0010,066194,2021,05,05,20.0,1,N
IDCJAC0010,066194,2021,05,06,21.1,1,N
IDCJAC0010,066194,2021,05,07,22.7,1,N
IDCJAC0010,066194,2021,05,08,25.4,1,N
IDCJAC0010,066194,2021,05,09,20.5,1,N
IDCJAC0010,066194,2021,05,10,24.5,1,N
IDCJAC0010,066194,2021,05,11,22.2,1,N
IDCJAC0010,066194,2021,05,12,20.8,1,N
IDCJAC0010,066194,2021,05,13,23.3,1,N
IDCJAC0010,066194,2021,05,14,19.5,1,N
IDCJAC0010,066194,2021,05,15,18.1,1,N
IDCJAC0010,066194,2021,05,16,18.3,1,N
IDCJAC0010,066194,2021,05,17,18.6,1,N
IDCJAC0010,066194,2021,05,18,,,
IDCJAC0010,066194,2021,05,19,20.6,1,N
IDCJAC0010,066194,2021,05,20,21.2,1,N
IDCJAC0010,066194,2021,05,21,17.1,1,N
IDCJAC0010,066194,2021,05,22,20.1,1,N
IDCJAC0010,066194,2021,05,23,20.5,1,N
IDCJAC0010,066194,2021,05,24,19.0,1,N
IDCJAC0010,066194,2021,05,25,21.5,1,N
IDCJAC0010,066194,2021,05,26,21.2,1,N
IDCJAC0010,066194,2021,05,27,18.6,1,N
IDCJAC0010,066194,2021,05,28,16.8,1,N
IDCJAC0010,066194,2021,05,29,15.7,1,N
IDCJAC0010,066194,2021,05,30,16.1,1,N
IDCJAC0010,066194,2021,05,31,19.8,1,N
IDCJAC0010,066194,2021,06,01,19.5,1,N
IDCJAC0010,066194,2021,06,02,22.1,1,Y
IDCJAC0010,066194,2021,06,03,13.4,1,Y
IDCJAC0010,066194,2021,06,04,,,
IDCJAC0010,066194,2021,06,05,17.1,1,N
IDCJAC0010,066194,2021,06,06,19.9,1,N
IDCJAC0010,066194,2021,06,07,19.7,1,N
IDCJAC0010,066194,2021,06,08,18.8,1,N
IDCJAC0010,066194,2021,06,09,15.5,1,N
IDCJAC0010,066194,2021,06,10,10.2,1,N
IDCJAC0010,066194,2021,06,11,15.3,1,N
IDCJAC0010,066194,2021,06,12,17.6,1,N
IDCJAC0010,066194,2021,06,13,18.2,1,N
IDCJAC0010,066194,2021,06,14,17.8,1,N
IDCJAC0010,066194,2021,06,15,17.2,1,N
IDCJAC0010,066194,2021,06,16,19.9,1,N
IDCJAC0010,066194,2021,06,17,17.4,1,N
IDCJAC0010,066194,2021,06,18,18.1,1,N
IDCJAC0010,066194,2021,06,19,15.0,1,N
IDCJAC0010,066194,2021,06,20,15.4,1,N
IDCJAC0010,066194,2021,06,21,16.5,1,N
IDCJAC0010,066194,2021,06,22,17.5,1,N
IDCJAC0010,066194,2021,06,23,18.8,1,N
IDCJAC0010,066194,2021,06,24,21.7,1,N
IDCJAC0010,066194,2021,06,25,19.0,1,N
IDCJAC0010,066194,2021,06,26,18.2,1,N
IDCJAC0010,066194,2021,06,27,19.3,1,N
IDCJAC0010,066194,2021,06,28,16.1,1,N
IDCJAC0010,066194,2021,06,29,16.1,1,N
IDCJAC0010,066194,2021,06,30,18.1,1,N
IDCJAC0010,066194,2021,07,01,17.3,1,Y
IDCJAC0010,066194,2021,07,02,19.7,1,Y
IDCJAC0010,066194,2021,07,03,19.9,1,Y
IDCJAC0010,066194,2021,07,04,15.3,1,Y
IDCJAC0010,066194,2021,07,05,16.0,1,Y
IDCJAC0010,066194,2021,07,06,16.8,1,Y
IDCJAC0010,066194,2021,07,07,17.4,1,Y
IDCJAC0010,066194,2021,07,08,17.0,1,Y
IDCJAC0010,066194,2021,07,09,12.9,1,Y
IDCJAC0010,066194,2021,07,10,14.9,1,Y
IDCJAC0010,066194,2021,07,11,17.1,1,Y
IDCJAC0010,066194,2021,07,12,17.5,1,Y
IDCJAC0010,066194,2021,07,13,19.5,1,Y
IDCJAC0010,066194,2021,07,14,16.7,1,Y
IDCJAC0010,066194,2021,07,15,22.3,1,Y
IDCJAC0010,066194,2021,07,16,18.6,1,Y
IDCJAC0010,066194,2021,07,17,15.2,1,Y
IDCJAC0010,066194,2021,07,18,18.2,1,Y
